,word,ARRA Indicator,Activity,Administering  IC,Application ID,Contact PI  Person ID,Contact PI / Project Leader,FY,FY Total Cost ,FY Total Cost  (Sub Projects),IC,Organization Name,Other PI or Project Leader(s),Project Number,Project Title,Serial Number,Subproject Number ,Suffix,Support Year,Type
484,multicultural, ,P30,NCI,8337677,1869472,"MEYSKENS, FRANK L.",2012,1249323,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,5P30CA062203-17,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,,17,5
485,multicultural, ,P30,NCI,8322908,1869472,"MEYSKENS, FRANK L.",2011,74361,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-16S1,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S1,16,3
486,multicultural, ,P30,NCI,8055859,1869472,"MEYSKENS, FRANK L.",2011,1249323,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,5P30CA062203-16,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,,16,5
487,multicultural, ,P30,NCI,8137400,1869472,"MEYSKENS, FRANK L.",2010,99999,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-15S1,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S1,15,3
488,multicultural, ,P30,NCI,7799919,1869472,"MEYSKENS, FRANK L.",2010,1304625,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,5P30CA062203-15,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,,15,5
489,multicultural,YES,P30,NCI,7931723,1869472,"MEYSKENS, FRANK L.",2009,1507208,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-14S3,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S3,14,3
490,multicultural,YES,P30,NCI,7929965,1869472,"MEYSKENS, FRANK L.",2009,49971,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-14S2,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S2,14,3
491,multicultural, ,P30,NCI,7923066,1869472,"MEYSKENS, FRANK L.",2009,61786,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-14S1,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S1,14,3
492,multicultural, ,P30,NCI,7560448,1869472,"MEYSKENS, FRANK L.",2009,1315076,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,2P30CA062203-14,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,62203,,,14,2
493,multicultural, ,P30,NCI,7577106,1869472,"MEYSKENS, FRANK L.",2008,2630152,,CA,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,3P30CA062203-13S4,UNIV.OF CALIF.; IRVINE CANCER CENTER SUPPORT GRANT,62203,,S4,13,3
494,multicultural, ,P30,NCI,6376036,1869472,"MEYSKENS, FRANK LOUIS",2001,1673298,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30CA062203-08,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,,8,5
495,multicultural, ,P30,NCI,6172211,1869472,"MEYSKENS, FRANK LOUIS",2000,1847335,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30CA062203-07,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,,7,5
496,multicultural, ,P30,NCI,6132075,1869472,"MEYSKENS, FRANK LOUIS",1999,163671,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,3P30CA062203-06S2,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,S2,6,3
497,multicultural, ,P30,NCI,2895087,1869472,"MEYSKENS, FRANK LOUIS",1999,1682504,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30CA062203-06,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,,6,5
498,multicultural, ,P30,NCI,2748752,1869472,"MEYSKENS, FRANK LOUIS",1998,1606441,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30CA062203-05,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,,5,5
499,multicultural, ,P30,NCI,2376905,1869472,"MEYSKENS, FRANK LOUIS",1997,1581065,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,2P30CA062203-04,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT,62203,,,4,2
500,multicultural, ,P30,NCI,2103285,1869472,"MEYSKENS, FRANK LOUIS",1995,1112659,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30CA062203-02,UNIVERSITY OF CALIFORNIA IRVINE CANCER CENTER SUPPORT GR,62203,,,2,5
501,multicultural, ,P30,NCI,2103284,1869472,"MEYSKENS, FRANK LOUIS",1994,1070140,,CA,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,1P30CA062203-01,UNIVERSITY OF CALIFORNIA IRVINE CANCER CENTER SUPPORT GR,62203,,,1,1
502,multicultural, ,T32,NIAAA,6341457,1862382,"MILLER, WILLIAM R.",2001,151700,,AA,UNIVERSITY OF NEW MEXICO,Not Applicable,5T32AA007460-15,ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,7460,,,15,5
503,multicultural, ,T32,NIAAA,6136981,1862382,"MILLER, WILLIAM R.",2000,149382,,AA,UNIVERSITY OF NEW MEXICO,Not Applicable,5T32AA007460-14,ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,7460,,,14,5
504,multicultural, ,T32,NIAAA,2855751,1862382,"MILLER, WILLIAM R.",1999,134319,,AA,UNIVERSITY OF NEW MEXICO,Not Applicable,5T32AA007460-13,ALCOHOL & DRUG ABUSE PREVENTION AND TREATMENT EVALUATION,7460,,,13,5
505,multicultural, ,R21,NIAAA,7140424,8257846,"MONTGOMERY, MARILYN JEAN",2006,171499,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,5R21AA014914-02,TREATING GIRLS' PROBLEMS WITH ALCOHOL AND OTHER DRUGS,14914,,,2,5
506,multicultural, ,R21,NIAAA,6966590,8257846,"MONTGOMERY, MARILYN JEAN",2005,208906,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,1R21AA014914-01A1,TREATING GIRLS' PROBLEMS WITH ALCOHOL AND OTHER DRUGS,14914,,A1,1,1
507,multicultural, ,T32,NIDCD,6902541,1881917,"MOORE, CHRISTOPHER A",2005,255406,,DC,UNIVERSITY OF WASHINGTON,Not Applicable,5T32DC000033-15,RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,33,,,15,5
508,multicultural, ,T32,NIDCD,6771007,1881917,"MOORE, CHRISTOPHER A",2004,290524,,DC,UNIVERSITY OF WASHINGTON,Not Applicable,5T32DC000033-14,RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,33,,,14,5
509,multicultural, ,T32,NIDCD,6645657,1881917,"MOORE, CHRISTOPHER A",2003,283564,,DC,UNIVERSITY OF WASHINGTON,Not Applicable,5T32DC000033-13,RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,33,,,13,5
510,multicultural, ,T32,NIDCD,6515984,1881917,"MOORE, CHRISTOPHER A",2002,222225,,DC,UNIVERSITY OF WASHINGTON,Not Applicable,5T32DC000033-12,RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,33,,,12,5
511,multicultural, ,T32,NIDCD,6314609,1881917,"MOORE, CHRISTOPHER A",2001,160952,,DC,UNIVERSITY OF WASHINGTON,Not Applicable,2T32DC000033-11,RESEARCH TRAINING IN SPEECH AND HEARING SCIENCES,33,,,11,2
512,multicultural, ,R25,NIMH,8856349,1872697,"MORGELLO, SUSAN ",2015,270000,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-08,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,8,5
513,multicultural, ,R25,NIMH,8658466,1872697,"MORGELLO, SUSAN ",2014,270000,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-07,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,7,5
514,multicultural, ,R25,NIMH,8464785,1872697,"MORGELLO, SUSAN ",2013,259201,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-06,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,6,5
515,multicultural, ,R25,NIMH,8302248,1872697,"MORGELLO, SUSAN ",2012,270000,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-05,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,5,5
516,multicultural, ,R25,NIMH,8210199,1872697,"MORGELLO, SUSAN ",2011,270000,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,2R25MH080663-04A1,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,A1,4,2
517,multicultural, ,R25,NIMH,7595793,1872697,"MORGELLO, SUSAN ",2009,260383,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-03,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,3,5
518,multicultural, ,R25,NIMH,7488553,1872697,"MORGELLO, SUSAN ",2008,256576,,MH,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,Not Applicable,5R25MH080663-02,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,2,5
519,multicultural, ,R25,NIMH,7288431,1872697,"MORGELLO, SUSAN ",2007,269260,,MH,MOUNT SINAI SCHOOL OF MEDICINE,Not Applicable,1R25MH080663-01,THE MOUNT SINAI INSTITUTE FOR NEUROAIDS DISPARITIES,80663,,,1,1
520,multicultural, ,R01,NICHD,6805444,1862121,"MORRISON, DIANE M.",2003,114642,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,3R01HD038420-05S1,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,S1,5,3
521,multicultural, ,R01,NICHD,6641192,1862121,"MORRISON, DIANE M.",2003,499219,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,5R01HD038420-05,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,,5,5
522,multicultural, ,R01,NICHD,6526365,1862121,"MORRISON, DIANE M.",2002,763194,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,5R01HD038420-04,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,,4,5
523,multicultural, ,R01,NICHD,6388194,1862121,"MORRISON, DIANE M.",2001,703714,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,5R01HD038420-03,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,,3,5
524,multicultural, ,R01,NICHD,6182341,1862121,"MORRISON, DIANE M.",2000,663403,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,5R01HD038420-02,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,,2,5
525,multicultural, ,R01,NICHD,6033294,1862121,"MORRISON, DIANE M.",1999,480504,,HD,UNIVERSITY OF WASHINGTON,Not Applicable,1R01HD038420-01,REPLICATING A PEER INTERVENTION IN A MULTI-CULTURAL CITY,38420,,,1,1
526,multicultural, ,R01,NIMH,6186019,1859598,"MOWBRAY, CAROL T",2000,519322,,MH,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5R01MH054321-07,SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,54321,,,7,5
527,multicultural, ,R01,NIMH,2890695,1859598,"MOWBRAY, CAROL T",1999,634948,,MH,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5R01MH054321-06,SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,54321,,,6,5
528,multicultural, ,R01,NIMH,2675354,1859598,"MOWBRAY, CAROL T",1998,581005,,MH,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5R01MH054321-05,SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,54321,,,5,5
529,multicultural, ,R01,NIMH,2407396,1859598,"MOWBRAY, CAROL T",1997,479007,,MH,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,2R01MH054321-04A1,SERIOUSLY MENTALLY ILL WOMEN--COPING WITH PARENTHOOD,54321,,A1,4,2
530,multicultural, ,P50,NIA,7848210,6760202,"MULNARD, RUTH A.",2009,,95585,AG,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,5P50AG016573-10,CORE--EDUCATION AND INFORMATION TRANSFER CORE,16573,9003,,10,5
531,multicultural, ,P50,NIA,7596954,6760202,"MULNARD, RUTH A.",2008,,92796,AG,UNIVERSITY OF CALIFORNIA-IRVINE,Not Applicable,5P50AG016573-09,CORE--EDUCATION AND INFORMATION TRANSFER CORE,16573,9003,,9,5
532,multicultural, ,P50,NIA,7415113,6760202,"MULNARD, RUTH A.",2007,,92298,AG,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P50AG016573-08,CORE--EDUCATION AND INFORMATION TRANSFER CORE,16573,9003,,8,5
533,multicultural, ,P50,NIA,7309819,6760202,"MULNARD, RUTH A.",2006,,54967,AG,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P50AG016573-07,CORE--EDUCATION AND INFORMATION TRANSFER CORE,16573,9003,,7,5
534,multicultural, ,P50,NIA,6932817,6760202,"MULNARD, RUTH A.",2005,,53366,AG,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,2P50AG016573-06,CORE--EDUCATION AND INFORMATION TRANSFER CORE,16573,9003,,6,2
535,multicultural, ,R41,NIA,8464336,1970721,"MUNDT, JAMES C.",2012,153759,,AG,CENTER FOR PSYCHOLOGICAL CONSULTATION,Not Applicable,1R41AG044218-01,SPEECH-BASED BIOMARKERS OF CNS DYSFUNCTION ASSOCIATED WITH EARLY ALZHEIMERS DISEA,44218,,,1,1
536,multicultural, ,T32,NICHD,7058848,1963796,"MUNDY, PETER C",2006,274187,,HD,UNIVERSITY OF MIAMI CORAL GABLES,Not Applicable,5T32HD007473-12,TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,7473,,,12,5
537,multicultural, ,T32,NICHD,6894178,1963796,"MUNDY, PETER C",2005,277648,,HD,UNIVERSITY OF MIAMI CORAL GABLES,Not Applicable,2T32HD007473-11,TRAINING-MENTAL RETARDATION/DEVELOPMENTAL DISABILITIES,7473,,,11,2
538,multicultural, ,P30,NIMH,6504171,1863068,"MURPHY, DEBRA A.",2001,,106600,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,5P30MH058107-05,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,,5,5
539,multicultural, ,P30,NIMH,6468938,1863068,"MURPHY, DEBRA A.",2001,,106600,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,3P30MH058107-04S1,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,S1,4,3
540,multicultural, ,P30,NIMH,6358520,1863068,"MURPHY, DEBRA A.",2000,,248088,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,5P30MH058107-04,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,,4,5
541,multicultural, ,P30,NIMH,6204954,1863068,"MURPHY, DEBRA A.",1999,,248088,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,5P30MH058107-03,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,,3,5
542,multicultural, ,P30,NIMH,6111766,1863068,"MURPHY, DEBRA A.",1998,,248088,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,5P30MH058107-02,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,,2,5
543,multicultural, ,P30,NIMH,6243331,1863068,"MURPHY, DEBRA A.",1997,,251449,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,Not Applicable,1P30MH058107-01,CORE--DEVELOPMENTAL ASSESSMENT,58107,1,,1,1
544,multicultural, ,R13,AHRQ,6076041,6166105,"NEVAREZ, CARMEN R",1999,,,HS,PUBLIC HEALTH INSTITUTE,Not Applicable,1R13HS010071-01,MULTICULTURAL HEALTH INFORMATION INSTITUTE CONFERENCE,10071,,,1,1
545,multicultural, ,R21,NCI,6621946,7354144,"NICKLAS, THERESA ANN",2003,145800,,CA,BAYLOR COLLEGE OF MEDICINE,Not Applicable,5R21CA091475-02,FOOD PREFERENCES OF ETHNIC MINORITY PRESCHOOLERS,91475,,,2,5
546,multicultural, ,R21,NCI,6437939,7354144,"NICKLAS, THERESA ANN",2002,145800,,CA,BAYLOR COLLEGE OF MEDICINE,Not Applicable,1R21CA091475-01A1,FOOD PREFERENCES OF ETHNIC MINORITY PRESCHOOLERS,91475,,A1,1,1
547,multicultural, ,R21,NIAMS,6407232,8070940,"NORRIS, KEITH C",2001,202500,,AR,CHARLES R. DREW UNIVERSITY OF MED & SCI,Not Applicable,1R21AR048050-01,MASTERS OF CLINICAL RESEARCH SCIENCES PLANNING GRANT,48050,,,1,1
548,multicultural, ,U54,NCI,7726993,1944171,"O'CONNELL, MARY A",2008,,125540,CA,NEW MEXICO STATE UNIVERSITY LAS CRUCES,Not Applicable,5U54CA132383-02,PLANNING AND EVALUATION CORE,132383,9001,,2,5
549,multicultural, ,U54,NCI,7422078,1944171,"O'CONNELL, MARY A",2007,,63052,CA,NEW MEXICO STATE UNIVERSITY LAS CRUCES,Not Applicable,1U54CA132383-01,PLANNING AND EVALUATION CORE,132383,9001,,1,1
550,multicultural, ,R25,NCRR,2285517,1944171,"O'CONNELL, MARY A",1995,41018,,RR,NEW MEXICO STATE UNIVERSITY LAS CRUCES,Not Applicable,5R25RR010107-02,LAB EXPERIENCES FOR HIGH SCHOOL AND K-12 TEACHERS,10107,,,2,5
551,multicultural, ,R25,NCRR,2285516,1944171,"O'CONNELL, MARY A",1994,41018,,RR,NEW MEXICO STATE UNIVERSITY LAS CRUCES,Not Applicable,1R25RR010107-01,LAB EXPERIENCES FOR HIGH SCHOOL AND K-12 TEACHERS,10107,,,1,1
552,multicultural, ,ZIJ,NIAMS,8940206,9691690,"O'SHEA, JOHN ",2014,181101,,AR,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,Not Applicable,1ZIJAR041172-07,CAREER DEVELOPMENT AND OUTREACH IN MUSCULOSKELETAL; AUTOIMMUNE AND SKIN DISEASE,41172,,,7,1
553,multicultural, ,R01,NHLBI,2883251,1874177,"OCKENE, JUDITH K",1999,701113,,HL,UNIV OF MASSACHUSETTS MED SCH WORCESTER,Not Applicable,5R01HL051319-04,SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,51319,,,4,5
554,multicultural, ,R01,NHLBI,2668715,1874177,"OCKENE, JUDITH K",1998,715539,,HL,UNIV OF MASSACHUSETTS MED SCH WORCESTER,Not Applicable,5R01HL051319-03,SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,51319,,,3,5
555,multicultural, ,R01,NHLBI,2378811,1874177,"OCKENE, JUDITH K",1997,749701,,HL,UNIV OF MASSACHUSETTS MED SCH WORCESTER,Not Applicable,5R01HL051319-02,SMOKING INTERVENTIONS FOR LOW INCOME PREGNANT WOMEN,51319,,,2,5
556,multicultural, ,R03,NIDCD,6175981,2094286,"OETTING, JANNA B",2000,55926,,DC,LOUISIANA STATE UNIV A&M COL BATON ROUGE,Not Applicable,5R03DC003609-03,SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,3609,,,3,5
557,multicultural, ,R03,NIDCD,6074121,2094286,"OETTING, JANNA B",1999,9614,,DC,LOUISIANA STATE UNIV A&M COL BATON ROUGE,Not Applicable,3R03DC003609-02S1,SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,3609,,S1,2,3
558,multicultural, ,R03,NIDCD,6016956,2094286,"OETTING, JANNA B",1999,45902,,DC,LOUISIANA STATE UNIV A&M COL BATON ROUGE,Not Applicable,5R03DC003609-02,SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,3609,,,2,5
559,multicultural, ,R03,NIDCD,2488667,2094286,"OETTING, JANNA B",1998,48386,,DC,LOUISIANA STATE UNIV A&M COL BATON ROUGE,Not Applicable,1R03DC003609-01,SLI WITHIN THE CONTEXT OF DIALECT DIVERSITY,3609,,,1,1
560,multicultural, ,R13,NCI,3434235,3782070,"OLSON, SARAH J",1992,8500,,CA,TEXAS SOCIETY FOR PUBLIC HEALTH EDUC,Not Applicable,1R13CA056691-01,HEALTHY PEOPLE 2000--DELIVERING THE PROMISE,56691,,,1,1
561,multicultural, ,T32,NICHD,6879159,1869851,"OTTENBACHER, KENNETH JOHN",2005,80084,,HD,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,Not Applicable,5T32HD007539-05,INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,7539,,,5,5
562,multicultural, ,T32,NICHD,6748583,1869851,"OTTENBACHER, KENNETH JOHN",2004,76219,,HD,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,Not Applicable,5T32HD007539-04,INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,7539,,,4,5
563,multicultural, ,T32,NICHD,6625190,1869851,"OTTENBACHER, KENNETH JOHN",2003,74073,,HD,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,Not Applicable,5T32HD007539-03,INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,7539,,,3,5
564,multicultural, ,T32,NICHD,6476669,1869851,"OTTENBACHER, KENNETH JOHN",2002,81363,,HD,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,Not Applicable,5T32HD007539-02,INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,7539,,,2,5
565,multicultural, ,T32,NICHD,6314914,1869851,"OTTENBACHER, KENNETH JOHN",2001,74997,,HD,UNIVERSITY OF TEXAS MEDICAL BR GALVESTON,Not Applicable,1T32HD007539-01A1,INTERDISCIPLINARY REHABILITATION RESEARCH TRAINING,7539,,A1,1,1
566,multicultural, ,R01,NIMH,6837133,1960939,"PARK, BERNADETTE M",2005,280803,,MH,UNIVERSITY OF COLORADO AT BOULDER,Not Applicable,5R01MH045049-14,CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,45049,,,14,5
567,multicultural, ,R01,NIMH,6692172,1960939,"PARK, BERNADETTE M",2004,272622,,MH,UNIVERSITY OF COLORADO AT BOULDER,Not Applicable,5R01MH045049-13,CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,45049,,,13,5
568,multicultural, ,R01,NIMH,6627589,1960939,"PARK, BERNADETTE M",2003,267474,,MH,UNIVERSITY OF COLORADO AT BOULDER,Not Applicable,5R01MH045049-12,CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,45049,,,12,5
569,multicultural, ,R01,NIMH,6490800,1960939,"PARK, BERNADETTE M",2002,403532,,MH,UNIVERSITY OF COLORADO AT BOULDER,Not Applicable,5R01MH045049-11,CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,45049,,,11,5
570,multicultural, ,R01,NIMH,6266917,1960939,"PARK, BERNADETTE M",2001,191988,,MH,UNIVERSITY OF COLORADO AT BOULDER,Not Applicable,2R01MH045049-10,CATEGORY DIFFERENTIATION AND INTERGROUP EVALUATIVE BIAS,45049,,,10,2
571,multicultural, ,R01,NIDDK,7491369,1860962,"PATRICK, DONALD L",2007,100484,,DK,UNIVERSITY OF WASHINGTON,Not Applicable,3R01DK071101-02S1,QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,71101,,S1,2,3
572,multicultural, ,R01,NIDDK,7281291,1860962,"PATRICK, DONALD L",2007,488885,,DK,UNIVERSITY OF WASHINGTON,Not Applicable,5R01DK071101-02,QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,71101,,,2,5
573,multicultural, ,R01,NIDDK,7469345,1860962,"PATRICK, DONALD LEE",2008,602617,,DK,UNIVERSITY OF WASHINGTON,Not Applicable,5R01DK071101-03,QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,71101,,,3,5
574,multicultural, ,R01,NIDDK,7145158,1860962,"PATRICK, DONALD LEE",2006,533711,,DK,UNIVERSITY OF WASHINGTON,Not Applicable,1R01DK071101-01A2,QUALITY OF LIFE OF OVERWEIGHT YOUTH: MULTICULTURAL VIEW,71101,,A2,1,1
575,multicultural, ,G11,NICHD,8110479,8838917,"PICKENS, JEFFREY N.",2011,101153,,HD,SAINT THOMAS UNIVERSITY,Not Applicable,5G11HD054970-05,EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,54970,,,5,5
576,multicultural, ,G11,NICHD,7934586,8838917,"PICKENS, JEFFREY N.",2010,101604,,HD,SAINT THOMAS UNIVERSITY,Not Applicable,5G11HD054970-04,EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,54970,,,4,5
577,multicultural, ,G11,NICHD,7659701,8838917,"PICKENS, JEFFREY N.",2009,100535,,HD,SAINT THOMAS UNIVERSITY,Not Applicable,5G11HD054970-03,EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,54970,,,3,5
578,multicultural, ,G11,NICHD,7501944,8838917,"PICKENS, JEFFREY N.",2008,101697,,HD,SAINT THOMAS UNIVERSITY,Not Applicable,5G11HD054970-02,EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,54970,,,2,5
579,multicultural, ,G11,NICHD,7214279,8838917,"PICKENS, JEFFREY N.",2007,63779,,HD,SAINT THOMAS UNIVERSITY,Not Applicable,1G11HD054970-01,EXTRAMURAL ASSOCIATES RESEARCH DEVELOPMENT AWARD (EARDA)- ST. THOMAS UNIVERSITY,54970,,,1,1
580,multicultural, ,U56,NCI,8138371,1858131,"PLEDGER, WARREN JACKSON",2010,,316205,CA,H. LEE MOFFITT CANCER CTR & RES INST,Not Applicable,5U56CA118809-05,DEVELOPMENTAL CORE,118809,9002,,5,5
581,multicultural, ,U56,NCI,7930656,1858131,"PLEDGER, WARREN JACKSON",2009,,314321,CA,H. LEE MOFFITT CANCER CTR & RES INST,Not Applicable,5U56CA118809-04,DEVELOPMENTAL CORE,118809,9002,,4,5
582,multicultural, ,R13,NIMH,8037703,1876325,"PROCTOR, ENOLA K",2011,50000,,MH,WASHINGTON UNIVERSITY,Not Applicable,5R13MH086306-02,ADAPTING INTERVENTIONS FOR DIVERSE ETHNOCULTURAL FAMILIES,86306,,,2,5
