,word,ARRA Indicator,Activity,Administering  IC,Application ID,Contact PI  Person ID,Contact PI / Project Leader,FY,FY Total Cost ,FY Total Cost  (Sub Projects),IC,Organization Name,Other PI or Project Leader(s),Project Number,Project Title,Serial Number,Subproject Number ,Suffix,Support Year,Type
658,multicultural, ,R25,NIGMS,8214445,2072581,"SMITH, EDWARD J",2012,398697,,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,Not Applicable,2R25GM072767-05A1,VIRGINIA TECH INITIATIVE FOR MAXIMIZING STUDENT DEVELOPMENT (VT-IMSD),72767,,A1,5,2
659,multicultural, ,R25,NIGMS,7753178,2072581,"SMITH, EDWARD J",2010,458965,,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,Not Applicable,5R25GM072767-04,VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,72767,,,4,5
660,multicultural, ,R25,NIGMS,7571674,2072581,"SMITH, EDWARD J",2009,446305,,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,Not Applicable,5R25GM072767-03,VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,72767,,,3,5
661,multicultural, ,R25,NIGMS,7339904,2072581,"SMITH, EDWARD J",2008,434014,,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,Not Applicable,5R25GM072767-02,VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,72767,,,2,5
662,multicultural, ,R25,NIGMS,7187125,2072581,"SMITH, EDWARD J",2007,268183,,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,Not Applicable,1R25GM072767-01A2,VT INITIATIVE FOR MAXIMIZING STUDENT DIVERSITY,72767,,A2,1,1
663,multicultural, ,P60,NIA,6336226,6207829,"SMITH, MARC ",2000,,131321,AG,WASHINGTON UNIVERSITY,Not Applicable,5P60AG013629-06,CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,13629,9007,,6,5
664,multicultural, ,P60,NIA,6201061,6207829,"SMITH, MARC ",1999,,131321,AG,WASHINGTON UNIVERSITY,Not Applicable,5P60AG013629-05,CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,13629,9007,,5,5
665,multicultural, ,P60,NIA,6098681,6207829,"SMITH, MARC ",1998,,131321,AG,WASHINGTON UNIVERSITY,Not Applicable,5P60AG013629-04,CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,13629,9007,,4,5
666,multicultural, ,P60,NIA,6234586,6207829,"SMITH, MARC ",1997,,133205,AG,WASHINGTON UNIVERSITY,Not Applicable,5P60AG013629-03,CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,13629,9007,,3,5
667,multicultural, ,P60,NIA,5205045,6207829,"SMITH, MARC ",1996,,,AG,,Not Applicable,5P60AG013629-02,CORE--DEMONSTRATION AND INFORMATION DISSEMINATION,13629,9007,,2,5
668,multicultural, ,P30,NICHD,2403239,3077599,"SPENCE, M ANNE",1997,509735,,HD,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,5P30HD028202-03,UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,28202,,,3,5
669,multicultural, ,P30,NICHD,2200947,3077599,"SPENCE, M ANNE",1995,512181,,HD,UNIVERSITY OF CALIFORNIA IRVINE,Not Applicable,1P30HD028202-01A3,UCI MRRC CENTER FOR MRDD DISORDERS OF PLASTICITY,28202,,A3,1,1
670,multicultural, ,T32,NICHD,7052021,8428111,"ST. GEME, JOSEPH W.",2006,248344,,HD,DUKE UNIVERSITY,Not Applicable,5T32HD043029-05,DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,43029,,,5,5
671,multicultural, ,T32,NICHD,6884011,8428111,"ST. GEME, JOSEPH W.",2005,215154,,HD,DUKE UNIVERSITY,Not Applicable,5T32HD043029-04,DUKE RESEARCH TRAINING PROGRAM FOR PEDIATRICIANS,43029,,,4,5
672,multicultural, ,K12,NICHD,7166800,8428111,"ST. GEME, JOSEPH W.",2007,429521,,HD,DUKE UNIVERSITY,Not Applicable,5K12HD043494-05,CENTER FOR MOLECULAR & CELLULAR STUDIES OF PED DISEASE,43494,,,5,5
673,multicultural, ,K12,NICHD,7001196,8428111,"ST. GEME, JOSEPH W.",2006,432000,,HD,DUKE UNIVERSITY,Not Applicable,5K12HD043494-04,CENTER FOR MOLECULAR & CELLULAR STUDIES OF PED DISEASE,43494,,,4,5
674,multicultural, ,T32,NIA,8458099,1859473,"STERN, YAAKOV ",2013,207138,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-15,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,15,5
675,multicultural, ,T32,NIA,8253784,1859473,"STERN, YAAKOV ",2012,245448,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-14,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,14,5
676,multicultural, ,T32,NIA,8068737,1859473,"STERN, YAAKOV ",2011,241988,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-13,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,13,5
677,multicultural, ,T32,NIA,7807160,1859473,"STERN, YAAKOV ",2010,238605,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-12,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,12,5
678,multicultural, ,T32,NIA,7632421,1859473,"STERN, YAAKOV ",2009,236933,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,2T32AG000261-11,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,11,2
679,multicultural, ,T32,NIA,7410145,1859473,"STERN, YAAKOV ",2008,23810,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-10,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,10,5
680,multicultural, ,T32,NIA,7227483,1859473,"STERN, YAAKOV ",2007,140193,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-09,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,9,5
681,multicultural, ,T32,NIA,7055227,1859473,"STERN, YAAKOV ",2006,130214,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-08,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,8,5
682,multicultural, ,T32,NIA,6887717,1859473,"STERN, YAAKOV ",2005,123786,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,5T32AG000261-07,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,7,5
683,multicultural, ,T32,NIA,6750551,1859473,"STERN, YAAKOV ",2004,148410,,AG,COLUMBIA UNIVERSITY HEALTH SCIENCES,Not Applicable,2T32AG000261-06,NEUROPSYCHOLOGY AND COGNITION IN AGING,261,,,6,2
684,multicultural, ,T15,NIAID,6169166,1897501,"STILES, PAUL G",2000,89425,,AI,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,5T15AI007595-02,ETHICAL ISSUES IN SERVICES RESEARCH,7595,,,2,5
685,multicultural, ,T15,NIAID,2833358,1897501,"STILES, PAUL G",1999,69529,,AI,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,1T15AI007595-01,ETHICAL ISSUES IN SERVICES RESEARCH,7595,,,1,1
686,multicultural, ,T15,NHLBI,6931164,1897501,"STILES, PAUL G",2005,98299,,HL,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,5T15HL007246-03,ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,7246,,,3,5
687,multicultural, ,T15,NHLBI,6803994,1897501,"STILES, PAUL G",2004,162184,,HL,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,5T15HL007246-02,ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,7246,,,2,5
688,multicultural, ,T15,NHLBI,6725988,1897501,"STILES, PAUL G",2003,182112,,HL,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,1T15HL007246-01A1,ETHICS IN BEHAVIORAL HEALTH SERVICES RESEARCH,7246,,A1,1,1
689,multicultural, ,T15,NHLBI,6372861,1897501,"STILES, PAUL G",2001,68250,,HL,UNIVERSITY OF SOUTH FLORIDA,Not Applicable,8T15HL069789-03,ETHICAL ISSUES IN SERVICES RESEARCH,69789,,,3,8
690,multicultural, ,K30,NCCAM,6769332,1912640,"STOLL, SCOTT T",2004,274472,,AT,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,Not Applicable,5K30AT000067-05,OSTEOPATHIC MANIPULATIVE MEDICINE,67,,,5,5
691,multicultural, ,K30,NCCAM,6630530,1912640,"STOLL, SCOTT T",2003,274472,,AT,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,Not Applicable,5K30AT000067-04,OSTEOPATHIC MANIPULATIVE MEDICINE,67,,,4,5
692,multicultural, ,K30,NCCAM,6533070,1912640,"STOLL, SCOTT T",2002,274472,,AT,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,Not Applicable,5K30AT000067-03,OSTEOPATHIC MANIPULATIVE MEDICINE,67,,,3,5
693,multicultural, ,K30,NCCAM,6375403,1912640,"STOLL, SCOTT T",2001,272527,,AT,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,Not Applicable,5K30AT000067-02,OSTEOPATHIC MANIPULATIVE MEDICINE,67,,,2,5
694,multicultural, ,K30,NCCAM,6230433,1912640,"STOLL, SCOTT T",2000,273327,,AT,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,Not Applicable,1K30AT000067-01,OSTEOPATHIC MANIPULATIVE MEDICINE,67,,,1,1
695,multicultural, ,P20,NIMHD,8292975,9274710,"STRIGHT, BARBARA ",2011,,509558,MD,UNIVERSITY OF THE VIRGIN ISLANDS,Not Applicable,5P20MD002286-05,COMMUNITY OUTREACH CORE,2286,9001,,5,5
696,multicultural, ,P20,NCMHD,8103127,9274710,"STRIGHT, BARBARA ",2010,,303589,MD,UNIVERSITY OF THE VIRGIN ISLANDS,Not Applicable,5P20MD002286-04,COMMUNITY OUTREACH CORE,2286,9001,,4,5
697,multicultural, ,P20,NCMHD,7882589,9274710,"STRIGHT, BARBARA ",2009,,295255,MD,UNIVERSITY OF THE VIRGIN ISLANDS,Not Applicable,5P20MD002286-03,COMMUNITY OUTREACH CORE,2286,9001,,3,5
698,multicultural, ,P20,NCMHD,7657438,9274710,"STRIGHT, BARBARA ",2008,,293438,MD,UNIVERSITY OF THE VIRGIN ISLANDS,Not Applicable,5P20MD002286-02,COMMUNITY OUTREACH CORE,2286,9001,,2,5
699,multicultural, ,P20,NCMHD,7355754,9274710,"STRIGHT, BARBARA ",2007,,237961,MD,UNIVERSITY OF THE VIRGIN ISLANDS,Not Applicable,1P20MD002286-01,COMMUNITY OUTREACH CORE,2286,9001,,1,1
700,multicultural, ,R03,NCI,6378132,6418780,"SU, L JOSEPH ",2001,69695,,CA,LOUISIANA STATE UNIV HSC NEW ORLEANS,Not Applicable,5R03CA088135-02,DIETARY SURVEY INSTRUMENT DEVELOPMENT FOR AN ETHNIC MINO,88135,,,2,5
701,multicultural, ,R03,NCI,6196925,6418780,"SU, L JOSEPH ",2000,71210,,CA,LOUISIANA STATE UNIV HSC NEW ORLEANS,Not Applicable,1R03CA088135-01,DIETARY SURVEY INSTRUMENT DEVELOPMENT FOR AN ETHNIC MINO,88135,,,1,1
702,multicultural, ,R44,NICHD,7485572,6910422,"SWARTZ, LYNNE HG",2008,276898,,HD,"OREGON CENTER FOR APPLIED SCIENCE, INC.",Not Applicable,5R44HD044374-04,MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,44374,,,4,5
703,multicultural, ,R44,NICHD,7289173,6910422,"SWARTZ, LYNNE HG",2007,463480,,HD,"OREGON CENTER FOR APPLIED SCIENCE, INC.",Not Applicable,5R44HD044374-03,MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,44374,,,3,5
704,multicultural, ,R44,NICHD,7110666,6910422,"SWARTZ, LYNNE HG",2006,255964,,HD,"OREGON CENTER FOR APPLIED SCIENCE, INC.",Not Applicable,2R44HD044374-02,MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY AND STIS,44374,,,2,2
705,multicultural, ,R43,NICHD,6736445,6910422,"SWARTZ, LYNNE HG",2004,148627,,HD,"OREGON CENTER FOR APPLIED SCIENCE, INC.",Not Applicable,1R43HD044374-01A1,MID-LIFE WOMEN: PREVENTING UNINTENDED PREGNANCY & STIS,44374,,A1,1,1
706,multicultural, ,P30,NIA,6486615,1866055,"TAYLOR, ROBERT JOSEPH",2001,,137803,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,3P30AG015281-05S1,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,S1,5,3
707,multicultural, ,P30,NIA,6484093,1866055,"TAYLOR, ROBERT JOSEPH",2001,,295641,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5P30AG015281-05,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,,5,5
708,multicultural, ,P30,NIA,6353444,1866055,"TAYLOR, ROBERT JOSEPH",2000,,295641,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,3P30AG015281-04S2,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,S2,4,3
709,multicultural, ,P30,NIA,6332442,1866055,"TAYLOR, ROBERT JOSEPH",2000,,295641,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,3P30AG015281-04S1,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,S1,4,3
710,multicultural, ,P30,NIA,6325709,1866055,"TAYLOR, ROBERT JOSEPH",2000,,197537,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5P30AG015281-04,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,,4,5
711,multicultural, ,P30,NIA,6098786,1866055,"TAYLOR, ROBERT JOSEPH",1999,,197537,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,5P30AG015281-03,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,,3,5
712,multicultural, ,P30,NIA,6267758,1866055,"TAYLOR, ROBERT JOSEPH",1998,,191808,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,1P30AG015281-02,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,,2,1
713,multicultural, ,P30,NIA,6234651,1866055,"TAYLOR, ROBERT JOSEPH",1997,,183904,AG,UNIVERSITY OF MICHIGAN AT ANN ARBOR,Not Applicable,1P30AG015281-01,CORE--INVESTIGATOR DEVELOPMENT,15281,9002,,1,1
714,multicultural, ,R01,NIA,2052380,1955606,"TENNSTEDT, SHARON L",1994,216844,,AG,"NEW ENGLAND RESEARCH INSTITUTES, INC.",Not Applicable,5R01AG011171-03,PREDICTORS OF LONG TERM CARE USE--ETHNICITY VS CLASS,11171,,,3,5
715,multicultural, ,R01,NIA,3123163,1955606,"TENNSTEDT, SHARON L",1993,221856,,AG,"NEW ENGLAND RESEARCH INSTITUTES, INC.",Not Applicable,5R01AG011171-02,PREDICTORS OF LONG-TERM CARE USE--ETHNICITY VS. CLASS,11171,,,2,5
716,multicultural, ,R01,NIA,3123162,1955606,"TENNSTEDT, SHARON L",1992,212535,,AG,"NEW ENGLAND RESEARCH INSTITUTES, INC.",Not Applicable,1R01AG011171-01,PREDICTORS OF LONG-TERM CARE USE--ETHNICITY VS. CLASS,11171,,,1,1
717,multicultural, ,R21,NINR,8970485,8213417,"TORRES, ISABEL ",2015,240512,,NR,UNIVERSITY OF HOUSTON,Not Applicable,1R21NR014305-01A1,DISCLOSURE PREFERENCES OF OLDER LATINOS WITH ADVANCED CANCER & THEIR CAREGIVERS,14305,,A1,1,1
718,multicultural, ,F32,NICHD,7569024,8080916,"TRAWALTER, SOPHIE ",2009,17993,,HD,NORTHWESTERN UNIVERSITY,Not Applicable,5F32HD055772-03,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,55772,,,3,5
719,multicultural, ,F32,NICHD,7387391,8080916,"TRAWALTER, SOPHIE ",2008,46826,,HD,NORTHWESTERN UNIVERSITY,Not Applicable,5F32HD055772-02,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,55772,,,2,5
720,multicultural, ,F32,NICHD,7275523,8080916,"TRAWALTER, SOPHIE ",2007,44846,,HD,NORTHWESTERN UNIVERSITY,Not Applicable,1F32HD055772-01,RACE SOCIALIZATION; INTERRACIAL CONTACT; AND STUDENTS' STRESS AND DEVELOPMENT,55772,,,1,1
721,multicultural, ,P60,NIMHD,8656061,7860791,"TRINH-SHEVRIN, CHAU ",2015,1372082,,MD,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Not Applicable,5P60MD000538-12,NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,538,,,12,5
722,multicultural, ,P60,NIMHD,8786213,7860791,"TRINH-SHEVRIN, CHAU ",2014,104126,,MD,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Not Applicable,3P60MD000538-11S2,NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,538,,S2,11,3
723,multicultural, ,P60,NIMHD,8735375,7860791,"TRINH-SHEVRIN, CHAU  ",2013,566633,,MD,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"REY, MARIANO J",3P60MD000538-11S1,NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,538,,S1,11,3
724,multicultural, ,P60,NIMHD,8504498,7860791,"TRINH-SHEVRIN, CHAU ",2013,1269730,,MD,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,Not Applicable,5P60MD000538-11,NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,538,,,11,5
725,multicultural, ,P60,NIMHD,8264414,7860791,"TRINH-SHEVRIN, CHAU  ",2012,1409742,,MD,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,"REY, MARIANO J",2P60MD000538-10,NYU CENTER FOR THE STUDY OF ASIAN AMERICAN HEALTH,538,,,10,2
726,multicultural, ,U01,NIDA,2721392,1863807,"TROTTER, ROBERT T",1998,44000,,DA,NORTHERN ARIZONA UNIVERSITY,Not Applicable,3U01DA007295-05S2,MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,7295,,S2,5,3
727,multicultural, ,U01,NIDA,2119744,1863807,"TROTTER, ROBERT T",1995,436974,,DA,NORTHERN ARIZONA UNIVERSITY,Not Applicable,5U01DA007295-05,MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,7295,,,5,5
728,multicultural, ,U01,NIDA,2119743,1863807,"TROTTER, ROBERT T",1994,543951,,DA,NORTHERN ARIZONA UNIVERSITY,Not Applicable,5U01DA007295-04,MULTICULTURAL OUTREACH FOR HIV /AIDS /DRUG RISKS,7295,,,4,5
729,multicultural, ,U01,NIDA,3550418,1863807,"TROTTER, ROBERT T",1993,552919,,DA,NORTHERN ARIZONA UNIVERSITY,Not Applicable,5U01DA007295-03,MULTICULTURAL OUTREACH FOR HIV/AIDS/DRUG RISKS,7295,,,3,5
730,multicultural, ,U01,NIDA,3550417,1863807,"TROTTER, ROBERT T",1992,453701,,DA,NORTHERN ARIZONA UNIVERSITY,Not Applicable,5U01DA007295-02,MULTICULTURAL OUTREACH FOR HIV/AIDS/DRUG RISKS,7295,,,2,5
731,multicultural, ,R01,NIAAA,7213434,6097213,"TUBMAN, JONATHAN G",2007,454522,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,5R01AA014322-05,HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,14322,,,5,5
732,multicultural, ,R01,NIAAA,7023079,6097213,"TUBMAN, JONATHAN G",2006,495903,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,5R01AA014322-04,HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,14322,,,4,5
733,multicultural, ,R01,NIAAA,6881593,6097213,"TUBMAN, JONATHAN G",2005,492412,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,5R01AA014322-03,HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,14322,,,3,5
734,multicultural, ,R01,NIAAA,6748420,6097213,"TUBMAN, JONATHAN G",2004,485697,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,5R01AA014322-02,HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,14322,,,2,5
735,multicultural, ,R01,NIAAA,6654731,6097213,"TUBMAN, JONATHAN G",2003,456802,,AA,FLORIDA INTERNATIONAL UNIVERSITY,Not Applicable,1R01AA014322-01,HIV RISK REDUCTION FOR TEENS IN ALCOHOL TREATMENT,14322,,,1,1
736,multicultural, ,K23,NIMH,7319640,6771105,"UEBELACKER, LISA A",2008,181138,,MH,"BUTLER HOSPITAL (PROVIDENCE, RI)",Not Applicable,5K23MH067779-05,PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,67779,,,5,5
737,multicultural, ,K23,NIMH,7143530,6771105,"UEBELACKER, LISA A",2007,181138,,MH,"BUTLER HOSPITAL (PROVIDENCE, RI)",Not Applicable,5K23MH067779-04,PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,67779,,,4,5
738,multicultural, ,K23,NIMH,6993674,6771105,"UEBELACKER, LISA A",2006,181137,,MH,"BUTLER HOSPITAL (PROVIDENCE, RI)",Not Applicable,5K23MH067779-03,PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,67779,,,3,5
739,multicultural, ,K23,NIMH,6826803,6771105,"UEBELACKER, LISA A",2005,181139,,MH,"BUTLER HOSPITAL (PROVIDENCE, RI)",Not Applicable,5K23MH067779-02,PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,67779,,,2,5
740,multicultural, ,K23,NIMH,6724498,6771105,"UEBELACKER, LISA A",2004,180712,,MH,"BUTLER HOSPITAL (PROVIDENCE, RI)",Not Applicable,1K23MH067779-01A1,PSYCHOTHERAPY FOR DEPRESSED PRIMARY CARE PATIENTS,67779,,A1,1,1
741,multicultural, ,R25,NHLBI,8520391,6088918,"UKOMADU, CHINWEIKE  ",2013,138940,,HL,BRIGHAM AND WOMEN'S HOSPITAL,"BIERER, BARBARA E",5R25HL115510-02,SHORT-TERM RESEARCH EDUCATION PROGRAM TO INCREASE DIVERSITY IN HEALTH-RELATED RES,115510,,,2,5
742,multicultural, ,R25,NHLBI,8368205,6088918,"UKOMADU, CHINWEIKE  ",2012,78797,,HL,BRIGHAM AND WOMEN'S HOSPITAL,"BIERER, BARBARA E",1R25HL115510-01,SHORT-TERM RESEARCH EDUCATION PROGRAM TO INCREASE DIVERSITY IN HEALTH-RELATED RES,115510,,,1,1
743,multicultural, ,P50,NCI,6354639,1939020,"UNGER, JENNIFER BETH",2000,,216805,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,Not Applicable,5P50CA084735-02,ROLE OF CULTURAL VALUES IN ADOLESCENT SMOKING,84735,2,,2,5
744,multicultural, ,P50,NCI,6232827,1939020,"UNGER, JENNIFER BETH",1999,,216805,CA,UNIVERSITY OF SOUTHERN CALIFORNIA,Not Applicable,1P50CA084735-01,ROLE OF CULTURAL VALUES IN ADOLESCENT SMOKING,84735,2,,1,1
745,multicultural, ,R01,NIDA,7116162,1939020,"UNGER, JENNIFER BETH",2005,31277,,DA,UNIVERSITY OF SOUTHERN CALIFORNIA,Not Applicable,3R01DA016310-01A1S1,ACCULTURATION AND DRUG USE IN FAMILY AND PEER CONTEXTS,16310,,A1S1,1,3
746,multicultural, ,Y01,NIDA,8160132,,Unavailable,2010,1365901,,,NATIONAL INSTITUTE ON DRUG ABUSE,Not Applicable,Y1DA0120-1-0-1,NARCH GRANT AWARDS AT IHS,,,,,
747,multicultural, ,Y01,NIDA,8316083,,Unavailable,2011,1365901,,,NATIONAL INSTITUTE ON DRUG ABUSE,Not Applicable,Y1DA0120-2-0-1,NARCH GRANT AWARDS AT IHS,,,,,
748,multicultural, ,Y01,NIDA,7921081,,Unavailable,2009,1317586,,,NATIONAL INSTITUTE ON DRUG ABUSE,Not Applicable,Y1DA1036-9-0-1,NARCH GRANT AWARDS AT IHS,,,,,
749,multicultural, ,R44,NIMHD,8438253,8265813,"VALDEZ, ARMANDO ",2013,500000,,MD,VALDEZ AND ASSOCIATES,Not Applicable,5R44MD005198-04,HPV VACCINE EDUCATION INTERVENTION FOR MEDICALLY UNDERSERVED HIGH-RISK POPULATION,5198,,,4,5
750,multicultural, ,R44,NIMHD,8250587,8265813,"VALDEZ, ARMANDO ",2012,500000,,MD,VALDEZ AND ASSOCIATES,Not Applicable,2R44MD005198-03A1,HPV VACCINE EDUCATION INTERVENTION FOR MEDICALLY UNDERSERVED HIGH-RISK POPULATION,5198,,A1,3,2
751,multicultural, ,R43,NCMHD,7944120,8265813,"VALDEZ, ARMANDO ",2010,66141,,MD,VALDEZ AND ASSOCIATES,Not Applicable,5R43MD005198-02,A MULTICULTURAL; MULTILINGUAL HPV VACCINE EDUCATION DVD FOR DIVERSE POPULATIONS,5198,,,2,5
752,multicultural, ,R43,NCMHD,7801938,8265813,"VALDEZ, ARMANDO ",2009,99989,,MD,VALDEZ AND ASSOCIATES,Not Applicable,1R43MD005198-01A1,A MULTICULTURAL; MULTILINGUAL HPV VACCINE EDUCATION DVD FOR DIVERSE POPULATIONS,5198,,A1,1,1
753,multicultural, ,P50,NIMH,6358518,6231251,"VALSINER, JAAN ",2000,,81325,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,Not Applicable,5P50MH052429-08,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,52429,9006,,8,5
754,multicultural, ,P50,NIMH,6204941,6231251,"VALSINER, JAAN ",1999,,81325,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,Not Applicable,5P50MH052429-07,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,52429,9006,,7,5
755,multicultural, ,P50,NIMH,6111730,6231251,"VALSINER, JAAN ",1998,,81325,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,Not Applicable,2P50MH052429-06,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,52429,9006,,6,2
756,multicultural,YES,U10,NICHD,7868698,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",2009,298830,,HD,CHILDREN'S RESEARCH INSTITUTE,Not Applicable,3U10HD045993-05S1,WASHINGTON D.C. COLLABORATIVE PPRU,45993,,S1,5,3
757,multicultural, ,U10,NICHD,7435346,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",2008,530757,,HD,CHILDREN'S RESEARCH INSTITUTE,Not Applicable,5U10HD045993-05,WASHINGTON D.C. COLLABORATIVE PPRU,45993,,,5,5
758,multicultural, ,U10,NICHD,7188659,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",2007,530459,,HD,CHILDREN'S RESEARCH INSTITUTE,Not Applicable,5U10HD045993-04,WASHINGTON D.C. COLLABORATIVE PPRU,45993,,,4,5
759,multicultural, ,U10,NICHD,7014536,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",2006,370798,,HD,CHILDREN'S RESEARCH INSTITUTE,Not Applicable,5U10HD045993-03,WASHINGTON D.C. COLLABORATIVE PPRU,45993,,,3,5
760,multicultural, ,U10,NICHD,6889557,6697720,"VAN DEN ANKER, JOHANNES NICOLAAS",2005,375000,,HD,CHILDREN'S RESEARCH INSTITUTE,Not Applicable,5U10HD045993-02,WASHINGTON D.C. COLLABORATIVE PPRU,45993,,,2,5
