ID,Term,Grant Program,Start Year,Grant Organization,Organization Name,Project Title,Support Year,Grant Type,Award Amount,TermCode,State,term_in_title
752,multicultural,R43,2009,MD,VALDEZ AND ASSOCIATES,A MULTICULTURAL; MULTILINGUAL HPV VACCINE EDUCATION DVD FOR DIVERSE POPULATIONS,1.0,1,99989.0,10.0,NY,1
753,multicultural,P50,2000,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,8.0,2,81325.0,10.0,NC,1
754,multicultural,P50,1999,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,7.0,2,81325.0,10.0,NC,1
755,multicultural,P50,1998,MH,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,CORE--MULTICULTURAL AND COMPARATIVE DESIGN,6.0,2,81325.0,10.0,NC,1
756,multicultural,U10,2009,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,5.0,2,298830.0,10.0,OH,0
757,multicultural,U10,2008,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,5.0,2,530757.0,10.0,OH,0
758,multicultural,U10,2007,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,4.0,2,530459.0,10.0,OH,0
759,multicultural,U10,2006,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,3.0,2,370798.0,10.0,OH,0
760,multicultural,U10,2005,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,2.0,2,375000.0,10.0,OH,0
761,multicultural,U10,2004,HD,CHILDREN'S RESEARCH INSTITUTE,WASHINGTON D.C. COLLABORATIVE PPRU,1.0,1,364077.0,10.0,OH,0
762,multicultural,P30,2015,CA,UNIVERSITY OF CALIFORNIA-IRVINE,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,18.0,2,48256.0,10.0,CA,0
763,multicultural,P30,2015,CA,UNIVERSITY OF CALIFORNIA-IRVINE,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,18.0,2,1213480.0,10.0,CA,0
764,multicultural,P30,2014,CA,UNIVERSITY OF CALIFORNIA-IRVINE,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,18.0,2,73445.0,10.0,CA,0
765,multicultural,P30,2014,CA,UNIVERSITY OF CALIFORNIA-IRVINE,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,18.0,2,1211843.0,10.0,CA,0
766,multicultural,P30,2013,CA,UNIVERSITY OF CALIFORNIA-IRVINE,UNIVERSITY OF CALIFORNIA; IRVINE CANCER CENTER SUPPORT GRANT,18.0,2,1168116.0,10.0,CA,0
767,multicultural,R01,2013,DC,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,5.0,2,524541.0,10.0,PA,0
768,multicultural,R01,2012,DC,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,4.0,2,560703.0,10.0,PA,0
769,multicultural,R01,2011,DC,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,3.0,2,562019.0,10.0,PA,0
770,multicultural,R01,2010,DC,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,2.0,2,580187.0,10.0,PA,0
771,multicultural,R01,2009,DC,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PROSPECTIVE STUDY ON PREVENTION AND TREATMENT OF VOICE PROBLEMS IN TEACHERS,1.0,1,605979.0,10.0,PA,0
772,multicultural,R03,2006,AI,VANDERBILT UNIVERSITY MEDICAL CENTER,ESTIMATION MODELS FOR HIV/AIDS IN CHINA,2.0,2,61520.0,10.0,TN,0
773,multicultural,R03,2005,AI,VANDERBILT UNIVERSITY,ESTIMATION MODELS FOR HIV/AIDS IN CHINA,1.0,1,63000.0,10.0,TN,0
774,multicultural,R01,2006,AA,FLORIDA INTERNATIONAL UNIVERSITY,TREATMENT OF ALCOHOL PROBLEMS FOR VIOLENCE PRONE YOUTH,5.0,2,342996.0,10.0,FL,0
775,multicultural,R01,2015,DK,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,3.0,2,77699.0,10.0,NY,0
776,multicultural,R01,2015,DK,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,3.0,2,368663.0,10.0,NY,0
777,multicultural,R01,2014,DK,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,2.0,2,368663.0,10.0,NY,0
778,multicultural,R01,2013,DK,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,COMMUNITY BASED RESEARCH TO IMPROVE ORGAN DONOR REGISTRATION AMONG BLACK MEN,1.0,1,368663.0,10.0,NY,0
779,multicultural,HD1,1995,SP,MENDOCINO COUNTY PUBLIC HEALTH DEPT,MENDOCINO RURAL MULTICULTURAL AODR VIOLENCE PREVENTION,2.0,2,0.0,10.0,CA,1
780,multicultural,HD1,1994,SP,MENDOCINO COUNTY PUBLIC HEALTH DEPT,MENDOCINO RURAL MULTICULTURAL AODR VIOLENCE PREVENTION,1.0,1,0.0,10.0,CA,1
781,multicultural,R21,2007,HL,PRIMARY CARE COALITION/MONTGOMERY COUNTY,INVOLVING COMMUNITIES IN MULTICULTURAL NETWORK: FROM SCREENING TO ACCESS TO CARE,2.0,2,173324.0,10.0,MD,1
782,multicultural,R21,2006,HL,PRIMARY CARE COALITION/MONTGOMERY COUNTY,INVOLVING COMMUNITIES IN MULTICULTURAL NETWORK: ACCESS,1.0,1,148750.0,10.0,MD,1
783,multicultural,R03,2006,CA,STATE UNIVERSITY OF NEW YORK AT BUFFALO,HEALTHY LIVING IN TWO WORLDS,2.0,2,78500.0,10.0,NY,0
784,multicultural,R03,2005,CA,STATE UNIVERSITY OF NEW YORK AT BUFFALO,HEALTHY LIVING IN TWO WORLDS,1.0,1,78500.0,10.0,NY,0
785,multicultural,R13,1999,CA,BAYLOR COLLEGE OF MEDICINE,7TH BIENNIAL SYMPOSIUM ON MINORITIES AND CANCER,1.0,1,288270.0,10.0,TX,0
786,multicultural,R13,2004,CA,BAYLOR COLLEGE OF MEDICINE,BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,4.0,2,188944.0,10.0,TX,0
787,multicultural,R13,2003,CA,BAYLOR COLLEGE OF MEDICINE,BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,3.0,2,437982.0,10.0,TX,0
788,multicultural,R13,2002,CA,BAYLOR COLLEGE OF MEDICINE,BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,2.0,2,177097.0,10.0,TX,0
789,multicultural,R13,2002,CA,BAYLOR COLLEGE OF MEDICINE,BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,1.0,2,15000.0,10.0,TX,0
790,multicultural,R13,2001,CA,BAYLOR COLLEGE OF MEDICINE,BIENNIAL SYMPOSIUM SERIES ON MINORITIES AND CANCER,1.0,1,408695.0,10.0,TX,0
791,multicultural,R13,2003,HS,BAYLOR COLLEGE OF MEDICINE,9TH BIENNAL SYMPOSIUM ON MINORITIES & CANCER,1.0,1,0.0,10.0,TX,0
792,multicultural,K23,2012,MH,BROWN UNIVERSITY,ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,5.0,2,176030.0,10.0,RI,0
793,multicultural,K23,2011,MH,BROWN UNIVERSITY,ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,4.0,2,176039.0,10.0,RI,0
794,multicultural,K23,2010,MH,BROWN UNIVERSITY,ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,3.0,2,176035.0,10.0,RI,0
795,multicultural,K23,2009,MH,BROWN UNIVERSITY,ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,2.0,2,176037.0,10.0,RI,0
796,multicultural,K23,2008,MH,BROWN UNIVERSITY,ADJUNCTIVE BEHAVIOR THERAPY FOR BIPOLAR I DEPRESSION,1.0,1,176039.0,10.0,RI,0
797,multicultural,R01,2010,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,10.0,2,592615.0,10.0,FL,1
798,multicultural,R01,2009,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,9.0,2,609453.0,10.0,FL,1
799,multicultural,R01,2008,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,8.0,2,606615.0,10.0,FL,1
800,multicultural,R01,2007,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,7.0,2,144509.0,10.0,FL,1
801,multicultural,R01,2007,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,7.0,2,626653.0,10.0,FL,1
802,multicultural,R01,2006,MH,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,REDUCING RISKS FOR MULTICULTURAL HIV+/- WOMEN & PARTNERS,6.0,2,668355.0,10.0,FL,1
803,multicultural,R03,1995,MH,RUTGERS THE ST UNIV OF NJ NEW BRUNSWICK,ETHNOGRAPHY OF IHS MH CARE PROVIDERS,1.0,1,23755.0,10.0,NJ,0
804,multicultural,K07,2010,HL,TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,BRIDGING THE GAP: A PATIENT-CENTERED CURRICULUM FOR CULTURAL COMPETENCE,5.0,2,91235.0,10.0,TX,0
805,multicultural,K07,2009,HL,TEXAS TECH UNIVERSITY HEALTH SCIS CENTER,BRIDGING THE GAP: A PATIENT-CENTERED CURRICULUM FOR CULTURAL COMPETENCE,4.0,2,91235.0,10.0,TX,0
806,multicultural,P30,2007,CA,UNIVERSITY OF NEW MEXICO,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,3.0,2,56787.0,10.0,NM,0
807,multicultural,P30,2014,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,10.0,2,50000.0,10.0,NM,0
808,multicultural,P30,2014,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,10.0,2,125000.0,10.0,NM,0
809,multicultural,P30,2014,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,10.0,2,113250.0,10.0,NM,0
810,multicultural,P30,2014,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,10.0,2,75000.0,10.0,NM,0
811,multicultural,P30,2014,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,10.0,2,1876081.0,10.0,NM,0
812,multicultural,P30,2013,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,9.0,2,112521.0,10.0,NM,0
813,multicultural,P30,2013,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,9.0,2,75000.0,10.0,NM,0
814,multicultural,P30,2013,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,9.0,2,1808387.0,10.0,NM,0
815,multicultural,P30,2012,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,8.0,2,75000.0,10.0,NM,0
816,multicultural,P30,2012,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,8.0,2,140000.0,10.0,NM,0
817,multicultural,P30,2012,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,8.0,2,1934104.0,10.0,NM,0
818,multicultural,P30,2011,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,7.0,2,140000.0,10.0,NM,0
819,multicultural,P30,2011,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,7.0,2,75000.0,10.0,NM,0
820,multicultural,P30,2011,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,7.0,2,49474.0,10.0,NM,0
821,multicultural,P30,2011,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,7.0,2,1934104.0,10.0,NM,0
822,multicultural,P30,2010,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,6.0,2,199946.0,10.0,NM,0
823,multicultural,P30,2010,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,6.0,2,100055.0,10.0,NM,0
824,multicultural,P30,2010,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,6.0,2,39736.0,10.0,NM,0
825,multicultural,P30,2010,CA,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNIVERSITY OF NEW MEXICO CANCER CENTER SUPPORT,6.0,2,2035899.0,10.0,NM,0
826,multicultural,R21,2010,MH,JOHNS HOPKINS UNIVERSITY,MENTAL HEALTH SKILLS FOR LATINO ASSISTANTS IN PRIMARY CARE,2.0,2,246000.0,10.0,MD,0
827,multicultural,R21,2009,MH,JOHNS HOPKINS UNIVERSITY,MENTAL HEALTH SKILLS FOR LATINO ASSISTANTS IN PRIMARY CARE,1.0,1,205000.0,10.0,MD,0
828,multicultural,S06,2009,GM,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,15.0,2,119683.0,10.0,CA,0
829,multicultural,S06,2008,GM,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,14.0,2,123685.0,10.0,CA,0
830,multicultural,S06,2007,GM,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,13.0,2,123846.0,10.0,CA,0
831,multicultural,S06,2006,GM,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,MUTUAL ACCULTURATION PROCESSES IN PREJUDICE REDUCTION,12.0,2,79890.0,10.0,CA,0
832,multicultural,R25,2015,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),12.0,2,377590.0,10.0,VA,0
833,multicultural,R25,2014,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),11.0,2,378670.0,10.0,VA,0
834,multicultural,R25,2013,GM,VIRGINIA POLYTECHNIC INST AND ST UNIV,VIRGINIA TECH POST-BACCALAUREATE RESEARCH AND EDUCATION PROGRAM (VT-PREP),10.0,2,378670.0,10.0,VA,0
835,multicultural,R13,2004,DA,NATIONAL ASIAN PAC AMER FAM AG SUB ABUSE,NATIONAL AAPI SUBSTANCE ABUSE RESEARCH INFRASTRUCTURE,2.0,2,15000.0,10.0,,0
836,multicultural,R13,2003,DA,NATIONAL ASIAN PAC AMER FAM AG SUB ABUSE,NATIONAL AAPI SUBSTANCE ABUSE RESEARCH INFRASTRUCTURE,1.0,1,15000.0,10.0,,0
837,multicultural,U18,2006,HS,CRITICAL PATH INSTITUTE,CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,8.0,2,0.0,10.0,AZ,0
838,multicultural,U18,2005,HS,UNIVERSITY OF ARIZONA,CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,7.0,2,0.0,10.0,AZ,0
839,multicultural,U18,2004,HS,UNIVERSITY OF ARIZONA,CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,6.0,2,0.0,10.0,AZ,0
840,multicultural,U18,2003,HS,UNIVERSITY OF ARIZONA,CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,5.0,2,0.0,10.0,AZ,0
841,multicultural,U18,2002,HS,UNIVERSITY OF ARIZONA,CENTER FOR EDUCATION AND RESEARCH ON THERAPEUTICS,4.0,2,0.0,10.0,AZ,0
842,multicultural,R01,2000,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,5.0,2,215672.0,10.0,CA,0
843,multicultural,R01,1999,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,5.0,2,730893.0,10.0,CA,0
844,multicultural,R01,1998,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,4.0,2,984449.0,10.0,CA,0
845,multicultural,R01,1997,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,3.0,2,982140.0,10.0,CA,0
846,multicultural,R01,1996,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,1.0,2,82388.0,10.0,CA,0
847,multicultural,R01,1995,MH,UNIVERSITY OF CALIFORNIA LOS ANGELES,RISK TAKING AND ADJUSTMENT IN WOMEN AFFECTED BY HIV,1.0,1,731456.0,10.0,CA,0
848,multicultural,R25,2015,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',23.0,2,140184.0,10.0,TX,1
849,multicultural,R25,2014,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',22.0,2,137380.0,10.0,TX,1
850,multicultural,R25,2013,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,UNTHSC SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING PROGRAM 'SMART',21.0,2,60000.0,10.0,TX,1
851,multicultural,R25,2012,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),20.0,2,153101.0,10.0,TX,1
852,multicultural,R25,2011,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),19.0,2,153101.0,10.0,TX,1
853,multicultural,R25,2010,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),18.0,2,153101.0,10.0,TX,1
854,multicultural,R25,2009,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),17.0,2,153101.0,10.0,TX,1
855,multicultural,R25,2008,HL,UNIVERSITY OF NORTH TEXAS HLTH SCI CTR,SUMMER MULTICULTURAL ADVANCED RESEARCH TRAINING (SMART),16.0,2,153101.0,10.0,TX,1
856,multicultural,R13,2010,MH,WASHINGTON UNIVERSITY,ADAPTING INTERVENTIONS FOR DIVERSE ETHNOCULTURAL FAMILIES,1.0,1,50000.0,10.0,WA,0
0,biethnic,R01,1994,EY,UNIVERSITY OF WISCONSIN MADISON,AGE-RELATED MACULOPATHY IN HISPANICS AND NON-HISPANICS,2.0,2,99525.0,8.0,WI,0
1,biethnic,R01,1993,EY,UNIVERSITY OF WISCONSIN MADISON,AGE-RELATED MACULOPATHY IN HISPANICS AND NON-HISPANICS,1.0,1,136665.0,8.0,WI,0
2,biethnic,R01,1995,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVEILLANCE OF OUT OF HOSPITAL CHD DEATHS,2.0,2,292335.0,8.0,TX,0
3,biethnic,R01,1994,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVEILLANCE OF OUT OF HOSPITAL CHD DEATHS,1.0,1,214873.0,8.0,TX,0
4,biethnic,R01,2000,AG,UNIVERSITY OF COLORADO DENVER,HISPANIC HEALTH AND AGING; SAN LUIS VALLEY; CO,8.0,2,308142.0,8.0,CO,0
5,biethnic,R01,1999,AG,UNIVERSITY OF COLORADO DENVER,HISPANIC HEALTH AND AGING; SAN LUIS VALLEY; CO,7.0,2,344495.0,8.0,CO,0
6,biethnic,R01,1998,AG,UNIVERSITY OF COLORADO DENVER,HISPANIC HEALTH AND AGING; SAN LUIS VALLEY; CO,6.0,2,397292.0,8.0,CO,0
7,biethnic,R01,1998,DK,UNIVERSITY OF COLORADO DENVER,DIABETES MELLITUS IN THE SAN LUIS VALLEY; COLORADO,15.0,2,597436.0,8.0,CO,0
8,biethnic,R01,1997,DK,UNIVERSITY OF COLORADO DENVER,DIABETES MELLITUS IN THE SAN LUIS VALLEY; COLORADO,14.0,2,731704.0,8.0,CO,0
9,biethnic,R01,2001,AR,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,ANTECEDENTS OF PEAK BONE MASS IN BLACK & WHITE WOMEN,3.0,2,195140.0,8.0,PA,0
10,biethnic,R01,2000,AR,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,ANTECEDENTS OF PEAK BONE MASS IN BLACK & WHITE WOMEN,2.0,2,214009.0,8.0,PA,0
11,biethnic,R01,1999,AR,UNIVERSITY OF PITTSBURGH AT PITTSBURGH,ANTECEDENTS OF PEAK BONE MASS IN BLACK & WHITE WOMEN,1.0,1,231402.0,8.0,PA,0
12,biethnic,R01,2000,HL,UNIVERSITY OF MEMPHIS,SMOKING ONSET IN A BIETHNIC POPULATION,8.0,2,126181.0,8.0,TN,1
13,biethnic,R01,1999,HL,UNIVERSITY OF MEMPHIS,SMOKING ONSET IN A BIETHNIC POPULATION,7.0,2,284366.0,8.0,TN,1
14,biethnic,R01,1998,HL,UNIVERSITY OF MEMPHIS,SMOKING ONSET IN A BIETHNIC POPULATION,6.0,2,141093.0,8.0,TN,1
15,biethnic,R01,1997,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVIVAL AFTER MYOCARDIAL INFARCT,10.0,2,36027.0,8.0,TX,0
16,biethnic,R01,1995,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVIVAL AFTER MYOCARDIAL INFARCT,9.0,2,622415.0,8.0,TX,0
17,biethnic,R01,1994,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVIVAL AFTER MYOCARDIAL INFARCT,8.0,2,536813.0,8.0,TX,0
18,biethnic,R01,1996,HL,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,SURVEILLANCE OF OUT OF HOSPITAL CHD DEATHS,3.0,2,275048.0,8.0,TX,0
19,biethnic,R01,2014,HL,UNIVERSITY OF MINNESOTA,SERUM VITAMIN D AND CARDIOVASCULAR DISEASE RISK IN THE BIETHNIC ARIC COHORT,4.0,2,350226.0,8.0,MN,1
20,biethnic,R01,2013,HL,UNIVERSITY OF MINNESOTA,SERUM VITAMIN D AND CARDIOVASCULAR DISEASE RISK IN THE BIETHNIC ARIC COHORT,3.0,2,335881.0,8.0,MN,1
21,biethnic,R01,2012,HL,UNIVERSITY OF MINNESOTA,SERUM VITAMIN D AND CARDIOVASCULAR DISEASE RISK IN THE BIETHNIC ARIC COHORT,2.0,2,768891.0,8.0,MN,1
22,biethnic,R01,2012,HL,UNIVERSITY OF MINNESOTA,SERUM VITAMIN D AND CARDIOVASCULAR DISEASE RISK IN THE BIETHNIC ARIC COHORT,1.0,2,96130.0,8.0,MN,1
23,biethnic,R01,2011,HL,UNIVERSITY OF MINNESOTA,SERUM VITAMIN D AND CARDIOVASCULAR DISEASE RISK IN THE BIETHNIC ARIC COHORT,1.0,1,726924.0,8.0,MN,1
24,biethnic,R01,2008,NS,UNIVERSITY OF MICHIGAN,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,10.0,2,701241.0,8.0,MI,1
25,biethnic,R01,2007,NS,UNIVERSITY OF MICHIGAN,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,9.0,2,862824.0,8.0,MI,1
26,biethnic,R01,2006,NS,UNIVERSITY OF MICHIGAN AT ANN ARBOR,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,8.0,2,1016748.0,8.0,MI,1
27,biethnic,R01,2005,NS,UNIVERSITY OF MICHIGAN AT ANN ARBOR,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,7.0,2,1052069.0,8.0,MI,1
28,biethnic,R01,2004,NS,UNIVERSITY OF MICHIGAN AT ANN ARBOR,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,6.0,2,592731.0,8.0,MI,1
29,biethnic,R01,2003,NS,UNIVERSITY OF MICHIGAN AT ANN ARBOR,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,5.0,2,447078.0,8.0,MI,1
30,biethnic,R01,2002,NS,UNIVERSITY OF MICHIGAN AT ANN ARBOR,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,4.0,2,693012.0,8.0,MI,1
31,biethnic,R01,2001,NS,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,3.0,2,610969.0,8.0,TX,1
32,biethnic,R01,2001,NS,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,2.0,2,67631.0,8.0,TX,1
33,biethnic,R01,2000,NS,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,STROKE SUREVILLANCE IN A BIETHNIC COMMUNITY,2.0,2,74743.0,8.0,TX,1
34,biethnic,R01,2000,NS,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,STROKE SURVEILLANCE IN A BIETHNIC COMMUNITY,2.0,2,481653.0,8.0,TX,1
