---------------------------------------------------------------------------------- Search Criteria:  Text Search: multiethnic (and);Search in: Projects 		AdminIC: All; Fiscal Year: All Fiscal Years ---------------------------------------------------------------------------------- Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects),
"ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK",NICHD,"6591502",3U01HD032858-06S1,3,U01,HD,032858,06,S1,,"7684590","FRIEDMAN, LAWRENCE BRIAN",Not Applicable,"UNIVERSITY OF MIAMI SCHOOL OF MEDICINE", ,2002,35221,
"ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK",NICHD,"6211949",5U01HD032858-06,5,U01,HD,032858,06,,,"7684590","FRIEDMAN, LAWRENCE BRIAN",Not Applicable,"UNIVERSITY OF MIAMI SCHOOL OF MEDICINE", ,2000,757047,
"ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK",NICHD,"2838808",5U01HD032858-05,5,U01,HD,032858,05,,,"7684590","FRIEDMAN, LAWRENCE BRIAN",Not Applicable,"UNIVERSITY OF MIAMI SCHOOL OF MEDICINE", ,1999,390673,
"ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK",NICHD,"2609119",5U01HD032858-04,5,U01,HD,032858,04,,,"7684590","FRIEDMAN, LAWRENCE BRIAN",Not Applicable,"UNIVERSITY OF MIAMI SCHOOL OF MEDICINE", ,1998,525289,
"ADOLESCENT MEDICINE HIV/AIDS RESEARCH NETWORK",NICHD,"2025651",5U01HD032858-03,5,U01,HD,032858,03,,,"7684590","FRIEDMAN, LAWRENCE BRIAN",Not Applicable,"UNIVERSITY OF MIAMI SCHOOL OF MEDICINE", ,1997,451281,
"EXPLORING POPULATION CONCEPTS IN MULTIETHNIC GENE-ENVIRONMENT INTERACTION STUDIES",NHGRI,"8434105",5R03HG006571-02,5,R03,HG,006571,02,,,"1909713","FUJIMURA, JOAN H",Not Applicable,"UNIVERSITY OF WISCONSIN-MADISON", ,2013,75250,
"EXPLORING POPULATION CONCEPTS IN MULTIETHNIC GENE-ENVIRONMENT INTERACTION STUDIES",NHGRI,"8229758",1R03HG006571-01,1,R03,HG,006571,01,,,"1909713","FUJIMURA, JOAN H",Not Applicable,"UNIVERSITY OF WISCONSIN-MADISON", ,2012,75250,
"UNDERSTANDING PSYCHOPATHY IN A MULTI-ETHNIC SAMPLE OF MALE & FEMALE ADOLESCENTS",NCIPC,"7178977",1R49CE000955-01,1,R49,CE,000955,01,,,"8559204","FUNG, MICHELLE T.",Not Applicable,"UNIVERSITY OF SOUTHERN CALIFORNIA", ,2006,25000,
"CANDIDATE CAUSAL VARIANTS IN SYSTEMIC LUPUS ERYTHEMATOSUS",NIAMS,"7943909",5RC2AR058959-02,5,RC2,AR,058959,02,,,"1901253","GAFFNEY, PATRICK M ","WAKELAND, EDWARD K","OKLAHOMA MEDICAL RESEARCH FOUNDATION",YES,2010,1748146,
"CANDIDATE CAUSAL VARIANTS IN SYSTEMIC LUPUS ERYTHEMATOSUS",NIAMS,"7855953",1RC2AR058959-01,1,RC2,AR,058959,01,,,"1901253","GAFFNEY, PATRICK M ","WAKELAND, EDWARD K","OKLAHOMA MEDICAL RESEARCH FOUNDATION",YES,2009,2551851,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6859857",7R01CA077108-05,7,R01,CA,077108,05,,,"1871396","GLANZ, KAREN ",Not Applicable,"EMORY UNIVERSITY", ,2002,92305,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6513406",5R01CA077108-04,5,R01,CA,077108,04,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2002,421137,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6481019",3R01CA077108-03S1,3,R01,CA,077108,03,S1,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,26240,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6376645",5R01CA077108-03,5,R01,CA,077108,03,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,639441,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6467328",3R01CA077108-02S1,3,R01,CA,077108,02,S1,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,68136,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6173037",5R01CA077108-02,5,R01,CA,077108,02,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,518787,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"6209377",3R01CA077108-01A2S1,3,R01,CA,077108,01,A2S1,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,67037,
"ACTIVATING MULTIETHNIC YOUTH FOR SMOKING PREVENTION",NCI,"2859781",1R01CA077108-01A2,1,R01,CA,077108,01,A2,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1999,388023,
"CANCER CONTROL RESEARCH TRAINING IN MULTIETHNIC HAWAII",NCI,"6434340",1R25CA090956-01A1,1,R25,CA,090956,01,A1,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2002,283390,
"GENETIC TESTING FOR COLON CANCER IN MULTIETHNIC HAWAII",NHGRI,"2209553",5R01HG001241-03,5,R01,HG,001241,03,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1996,209151,
"GENETIC TESTING FOR COLON CANCER IN MULTIETHNIC HAWAII",NHGRI,"2209552",5R01HG001241-02,5,R01,HG,001241,02,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1995,202804,
"GENETIC TESTING FOR COLON CANCER IN MULTIETHNIC HAWAII",NHGRI,"2209551",1R01HG001241-01,1,R01,HG,001241,01,,,"1871396","GLANZ, KAREN ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1994,181286,
"PLASMA PROTEOME PROFILING OF INSULIN RESISTANCE",NIDDK,"7392324",5R21DK075745-02,5,R21,DK,075745,02,,,"2478355","GLETSU MILLER, NANA ",Not Applicable,"EMORY UNIVERSITY", ,2008,187425,
"PLASMA PROTEOME PROFILING OF INSULIN RESISTANCE",NIDDK,"7254558",1R21DK075745-01A1,1,R21,DK,075745,01,A1,,"2478355","GLETSU MILLER, NANA ",Not Applicable,"EMORY UNIVERSITY", ,2007,229500,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION III--UC DAVIS",NIA,"7071760",5U01AG012554-13,5,U01,AG,012554,13,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2006,769098,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION III--UC DAVIS",NIA,"6891812",5U01AG012554-12,5,U01,AG,012554,12,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2005,806674,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION III--UC DAVIS",NIA,"6772026",2U01AG012554-11A1,2,U01,AG,012554,11,A1,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2004,803345,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION II; SUPPLEMENT",NIA,"6671255",3U01AG012554-10S1,3,U01,AG,012554,10,S1,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2003,70081,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6624592",5U01AG012554-10,5,U01,AG,012554,10,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2003,483007,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6475604",5U01AG012554-09,5,U01,AG,012554,09,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2002,720809,
"SUPPLEMENT TO 'STUDY OF WOMEN'S HEALTH ACROSS THE NATION",NIA,"6436350",3U01AG012554-08S1,3,U01,AG,012554,08,S1,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2001,265894,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6328628",5U01AG012554-08,5,U01,AG,012554,08,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2001,674612,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6317162",3U01AG012554-07S1,3,U01,AG,012554,07,S1,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2000,14863,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6124109",5U01AG012554-07,5,U01,AG,012554,07,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2000,680958,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"6154583",3U01AG012554-06S1,3,U01,AG,012554,06,S1,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,1999,70000,
"WOMENS HEALTH ACROSS THE NATION--UCDAVIS",NIA,"2765321",2U01AG012554-06,2,U01,AG,012554,06,,,"6439249","GOLD, ELLEN B",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,1999,290879,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION III--UC DAVIS",NIA,"7418222",5U01AG012554-15,5,U01,AG,012554,15,,,"6439249","GOLD, ELLEN B.",Not Applicable,"UNIVERSITY OF CALIFORNIA AT DAVIS", ,2008,476223,
"STUDY OF WOMEN'S HEALTH ACROSS THE NATION III--UC DAVIS",NIA,"7235370",5U01AG012554-14,5,U01,AG,012554,14,,,"6439249","GOLD, ELLEN B.",Not Applicable,"UNIVERSITY OF CALIFORNIA DAVIS", ,2007,661400,
"IMPACT OF CONTEXTUAL FACTORS ON DISPARITIES IN BREAST CANCER RISK AND SURVIVAL",NCI,"8193210",4R01CA140058-03,4,R01,CA,140058,03,,,"7849117","GOMEZ, SCARLETT L",Not Applicable,"CANCER PREVENTION INSTIT OF CALIFORNIA", ,2011,226678,
"IMPACT OF CONTEXTUAL FACTORS ON DISPARITIES IN BREAST CANCER RISK AND SURVIVAL",NCI,"7894848",5R01CA140058-02,5,R01,CA,140058,02,,,"7849117","GOMEZ, SCARLETT L",Not Applicable,"CANCER PREVENTION INSTIT OF CALIFORNIA",YES,2010,240701,
"IMPACT OF CONTEXTUAL FACTORS ON DISPARITIES IN BREAST CANCER RISK AND SURVIVAL",NCI,"7691208",1R01CA140058-01,1,R01,CA,140058,01,,,"7849117","GOMEZ, SCARLETT L",Not Applicable,"CANCER PREVENTION INSTIT OF CALIFORNIA",YES,2009,267986,
"OPTIMIZING A DRUG ABUSE PREVENTION PROGRAM FOR DISSEMINATION",NIDA,"8867193",5R01DA035855-02,5,R01,DA,035855,02,,,"3083618","GONZALES, NANCY A",Not Applicable,"ARIZONA STATE UNIVERSITY-TEMPE CAMPUS", ,2015,804435,
"OPTIMIZING A DRUG ABUSE PREVENTION PROGRAM FOR DISSEMINATION",NIDA,"8760011",1R01DA035855-01A1,1,R01,DA,035855,01,A1,,"3083618","GONZALES, NANCY A",Not Applicable,"ARIZONA STATE UNIVERSITY-TEMPE CAMPUS", ,2014,880113,
"PREINVASIVE CERVICAL LESIONS IN HAWAII",NCI,"2096806",5R01CA055700-04,5,R01,CA,055700,04,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1994,340090,
"PRE-INVASIVE CERVICAL LESIONS IN HAWAII",NCI,"3200216",5R01CA055700-03,5,R01,CA,055700,03,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1993,333184,
"PRE-INVASIVE CERVICAL LESIONS IN HAWA11",NCI,"3200215",5R01CA055700-02,5,R01,CA,055700,02,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1992,306300,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"7617626",5R01CA077318-10,5,R01,CA,077318,10,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2009,857678,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"7465405",5R01CA077318-09,5,R01,CA,077318,09,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2008,835228,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"7214141",5R01CA077318-08,5,R01,CA,077318,08,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2007,836697,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"7072935",5R01CA077318-07,5,R01,CA,077318,07,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2006,833781,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"6929435",2R01CA077318-06A2,2,R01,CA,077318,06,A2,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2005,848006,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"6513382",5R01CA077318-05,5,R01,CA,077318,05,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2002,804111,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"6376674",5R01CA077318-04,5,R01,CA,077318,04,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,770689,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"6173302",5R01CA077318-03,5,R01,CA,077318,03,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,758283,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"2896402",5R01CA077318-02,5,R01,CA,077318,02,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1999,742260,
"DIET AND DURATION OF CERVICAL HPV INFECTION",NCI,"2563975",1R01CA077318-01,1,R01,CA,077318,01,,,"1868382","GOODMAN, MARC T",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1998,646883,
"SCHOOL-BASED MULTIETHNIC OBESITY PREVENTIVE INTERVENTION",NICHD,"2025474",5R01HD030780-03,5,R01,HD,030780,03,,,"1963793","GORTMAKER, STEVEN L",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,1997,493344,
"SCHOOL-BASED MULTIETHNIC OBESITY PREVENTIVE INTERVENTION",NICHD,"2203128",5R01HD030780-02,5,R01,HD,030780,02,,,"1963793","GORTMAKER, STEVEN L",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,1996,407383,
"SCHOOL-BASED MULTIETHNIC OBESITY PREVENTIVE INTERVENTION",NICHD,"2203127",1R01HD030780-01A1,1,R01,HD,030780,01,A1,,"1963793","GORTMAKER, STEVEN L",Not Applicable,"HARVARD UNIVERSITY (MEDICAL SCHOOL)", ,1995,475878,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6707065",3R01AG016601-05S1,3,R01,AG,016601,05,S1,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2003,57756,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6509619",5R01AG016601-05,5,R01,AG,016601,05,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2002,268607,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6372301",5R01AG016601-04,5,R01,AG,016601,04,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2001,378669,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6348815",3R01AG016601-03S1,3,R01,AG,016601,03,S1,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,109605,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6168881",5R01AG016601-03,5,R01,AG,016601,03,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2000,263863,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"6016830",5R01AG016601-02,5,R01,AG,016601,02,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1999,256396,
"WELL BEING IN LONGTERM MULTIETHNIC PROSTATE CA SURVIVORS",NIA,"2810511",1R01AG016601-01,1,R01,AG,016601,01,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,1998,257179,
"A PILOT WRITING PROGRAM FOR MULTIETHNIC BREAST CANCER PT",NCI,"6743659",5R21CA097372-02,5,R21,CA,097372,02,,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2004,136300,
"A WRITING PROGRAM FOR MULTIETHNIC BREAST CANCER PATIENTS",NCI,"6612075",1R21CA097372-01A1,1,R21,CA,097372,01,A1,,"6475479","GOTAY, CAROLYN COOK",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2003,136300,
"PATHWAYS TO HIGH SCHOOL COMPLETION IN A MULTIETHNIC SAMPLE: OPPORTUNITIES & RISKS",NICHD,"8843906",5R01HD059882-07,5,R01,HD,059882,07,,,"1893476","GRAHAM, SANDRA H",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2015,558697,
"PATHWAYS TO HIGH SCHOOL COMPLETION IN A MULTIETHNIC SAMPLE:OPPORTUNITIES & RISKS",NICHD,"8990679",3R01HD059882-06S1,3,R01,HD,059882,06,S1,,"1893476","GRAHAM, SANDRA H",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2015,42282,
"PATHWAYS TO HIGH SCHOOL COMPLETION IN A MULTIETHNIC SAMPLE: OPPORTUNITIES & RISKS",NICHD,"8591168",2R01HD059882-06,2,R01,HD,059882,06,,,"1893476","GRAHAM, SANDRA H",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2014,599839,
"AUTONOMIC FUNCTION AND INSULIN RESISTANCE IN A MULTIETHNIC POPULATION",NINDS,"7276124",5S11NS043364-05,5,S11,NS,043364,05,,,"6183639","GRANDINETTI, ANDREW ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2007,322121,
"AUTONOMIC FUNCTION/INSULIN RESISTANCE/MULTIETHNIC POPUL",NINDS,"7120483",5S11NS043364-04,5,S11,NS,043364,04,,,"6183639","GRANDINETTI, ANDREW ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2006,322079,
"AUTONOMIC FUNCTION/INSULIN RESISTANCE/MULTIETHNIC POPUL",NINDS,"6932291",5S11NS043364-03,5,S11,NS,043364,03,,,"6183639","GRANDINETTI, ANDREW ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2005,312700,
"AUTONOMIC FUNCTION/INSULIN RESISTANCE/MULTIETHNIC POPUL",NINDS,"6801116",5S11NS043364-02,5,S11,NS,043364,02,,,"6183639","GRANDINETTI, ANDREW ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2004,303590,
"AUTONOMIC FUNCTION/INSULIN RESISTANCE/MULTIETHNIC POP.",NINDS,"6680259",1S11NS043364-01A2,1,S11,NS,043364,01,A2,,"6183639","GRANDINETTI, ANDREW ",Not Applicable,"UNIVERSITY OF HAWAII AT MANOA", ,2003,279070,
"STUDY OF WOMAN'S HEALTH ACROSS THE NATION - UCLA",NIA,"7414541",5U01AG012539-15,5,U01,AG,012539,15,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2008,609351,
"STUDY OF WOMAN'S HEALTH ACROSS THE NATION - UCLA",NIA,"7234762",5U01AG012539-14,5,U01,AG,012539,14,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2007,562951,
"STUDY OF WOMAN'S HEALTH ACROSS THE NATION - UCLA",NIA,"7069564",5U01AG012539-13,5,U01,AG,012539,13,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2006,667424,
"STUDY OF WOMAN'S HEALTH ACROSS THE NATION - UCLA",NIA,"6891815",5U01AG012539-12,5,U01,AG,012539,12,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2005,688818,
"STUDY OF WOMAN'S HEALTH ACROSS THE NATION - UCLA",NIA,"6780241",2U01AG012539-11A1,2,U01,AG,012539,11,A1,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2004,639105,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6803696",3U01AG012539-10S2,3,U01,AG,012539,10,S2,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2003,152009,
"EPEDEMIOLOGY AND BIOLOGY OF THE MENOPAUSAL TRANSITION",NIA,"6631125",3U01AG012539-10S1,3,U01,AG,012539,10,S1,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2003,136880,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6624590",5U01AG012539-10,5,U01,AG,012539,10,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2003,411935,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6475601",5U01AG012539-09,5,U01,AG,012539,09,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2002,913373,
"STUDY OF WOMEN ACROSS THE NATION-UCLA",NIA,"6434790",3U01AG012539-08S1,3,U01,AG,012539,08,S1,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2001,192782,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6328625",5U01AG012539-08,5,U01,AG,012539,08,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2001,684550,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6124106",5U01AG012539-07,5,U01,AG,012539,07,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,2000,686705,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"6154262",3U01AG012539-06S1,3,U01,AG,012539,06,S1,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,1999,90000,
"WOMENS HEALTH ACROSS THE NATION--UCLA",NIA,"2767059",2U01AG012539-06,2,U01,AG,012539,06,,,"1865401","GREENDALE, GAIL A",Not Applicable,"UNIVERSITY OF CALIFORNIA LOS ANGELES", ,1999,291108,
"IMPLEMENTING DIETARY CHANGE AMONG HISPANIC BREAST CANCER SURVIVORS",NCI,"8124994",5R21CA152903-02,5,R21,CA,152903,02,,,"6771929","GREENLEE, HEATHER ",Not Applicable,"COLUMBIA UNIVERSITY HEALTH SCIENCES", ,2011,166137,
"IMPLEMENTING DIETARY CHANGE AMONG HISPANIC BREAST CANCER SURVIVORS",NCI,"7978831",1R21CA152903-01,1,R21,CA,152903,01,,,"6771929","GREENLEE, HEATHER ",Not Applicable,"COLUMBIA UNIVERSITY HEALTH SCIENCES", ,2010,207363,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"8067066",5R01CA097893-06,5,R01,CA,097893,06,,,"1858135","GRITZ, ELLEN R",Not Applicable,"UNIVERSITY OF TX MD ANDERSON CAN CTR", ,2011,1,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"7740870",5R01CA097893-05,5,R01,CA,097893,05,,,"1858135","GRITZ, ELLEN R",Not Applicable,"UNIVERSITY OF TX MD ANDERSON CAN CTR", ,2010,493725,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"7539923",5R01CA097893-04,5,R01,CA,097893,04,,,"1858135","GRITZ, ELLEN R",Not Applicable,"UNIVERSITY OF TX MD ANDERSON CAN CTR", ,2009,478413,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"7347037",5R01CA097893-03,5,R01,CA,097893,03,,,"1858135","GRITZ, ELLEN R",Not Applicable,"UNIVERSITY OF TX MD ANDERSON CAN CTR", ,2008,491603,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"7171561",5R01CA097893-02,5,R01,CA,097893,02,,,"1858135","GRITZ, ELLEN R",Not Applicable,"UT MD ANDERSON CANCER CTR", ,2007,507651,
"AN INNOVATIVE TELEPHONE INTERVENTION FOR HIV+ SMOKERS",NCI,"7062260",1R01CA097893-01A2,1,R01,CA,097893,01,A2,,"1858135","GRITZ, ELLEN R",Not Applicable,"UNIVERSITY OF TEXAS MD ANDERSON CAN CTR", ,2006,507843,
"CELLULAR ADHESION MOLECULES: GENES; PHENOTYPES; AND CORONARY ATHEROSCLEROSIS",NHLBI,"7878588",5R01HL093077-02,5,R01,HL,093077,02,,,"1936522","GROSS, MYRON D ","REINER, ALEXANDER P","UNIVERSITY OF MINNESOTA",YES,2010,762839,
"CELLULAR ADHESION MOLECULES: GENES; PHENOTYPES; AND CORONARY ATHEROSCLEROSIS",NHLBI,"7647873",1R01HL093077-01A1,1,R01,HL,093077,01,A1,,"1936522","GROSS, MYRON D ","REINER, ALEXANDER P","UNIVERSITY OF MINNESOTA",YES,2009,775140,
"A MULTIETHNIC COMPARATIVE EFFECTIVENESS STUDY FOR DIAGNOSIS OF CARDIOGENIC STROKE",NINDS,"8201102",5R01NS072558-02,5,R01,NS,072558,02,,,"1904928","GULCHER, JEFFREY R",Not Applicable,"DECODE GENETICS, EHF", ,2011,804874,
"A MULTIETHNIC COMPARATIVE EFFECTIVENESS STUDY FOR DIAGNOSIS OF CARDIOGENIC STROKE",NINDS,"8027325",1R01NS072558-01,1,R01,NS,072558,01,,,"1904928","GULCHER, JEFFREY R",Not Applicable,"DECODE GENETICS, EHF", ,2010,767719,
