PSYCHIATRIC EPIDEMIOLOGY: RACIAL DISPARITIES AMONG VULNERABLE POPULATIONS WITH DE,NIMHD,8687991,5K22MD003934-04,5,K22,MD,3934,4,,,2226592,"HASTINGS, JULIA F",Not Applicable,STATE UNIVERSITY OF NEW YORK AT ALBANY, ,2014,192912
PSYCHIATRIC EPIDEMIOLOGY: RACIAL DISPARITIES AMONG VULNERABLE POPULATIONS WITH DE,NIMHD,8521365,5K22MD003934-03,5,K22,MD,3934,3,,,2226592,"HASTINGS, JULIA F",Not Applicable,STATE UNIVERSITY OF NEW YORK AT ALBANY, ,2013,180373
PSYCHIATRIC EPIDEMIOLOGY: RACIAL DISPARITIES AMONG VULNERABLE POPULATIONS WITH DE,NIMHD,8529009,7K22MD003934-02,7,K22,MD,3934,2,,,2226592,"HASTINGS, JULIA F",Not Applicable,STATE UNIVERSITY OF NEW YORK AT ALBANY, ,2012,159270
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,9133635,3P30CA071789-16S3,3,P30,CA,71789,16,S3,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2015,177700
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,9062740,3P30CA071789-16S2,3,P30,CA,71789,16,S2,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2015,650078
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,9062739,3P30CA071789-16S1,3,P30,CA,71789,16,S1,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2015,114745
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8896455,5P30CA071789-16,5,P30,CA,71789,16,,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2015,1361692
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8925344,3P30CA071789-15S4,3,P30,CA,71789,15,S4,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2014,150000
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8898377,3P30CA071789-15S3,3,P30,CA,71789,15,S3,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2014,276888
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8847832,3P30CA071789-15S2,3,P30,CA,71789,15,S2,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2014,72113
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8847449,3P30CA071789-15S1,3,P30,CA,71789,15,S1,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2014,110575,
UNIVERSITY OF HAWAII CANCER CENTER CCSG,NCI,8724344,5P30CA071789-15,5,P30,CA,71789,15,,,2452418,"HEDGES, JERRIS ROBERT",Not Applicable,UNIVERSITY OF HAWAII AT MANOA, ,2014,1361692,
CANCER PREVENTION & CONTROL TRAINING PROGRAM,NCI,7682767,3R25CA047888-20S1,3,R25,CA,47888,20,S1,,1877690,"HEIMBURGER, DOUGLAS CORBETT",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2008,42737,
CANCER PREVENTION & CONTROL TRAINING PROGRAM,NCI,7496470,5R25CA047888-20,5,R25,CA,47888,20,,,1877690,"HEIMBURGER, DOUGLAS CORBETT",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2008,758397,
CANCER PREVENTION & CONTROL TRAINING PROGRAM,NCI,7668102,3R25CA047888-19S1,3,R25,CA,47888,19,S1,,1877690,"HEIMBURGER, DOUGLAS CORBETT",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2008,26344,
CANCER PREVENTION & CONTROL TRAINING PROGRAM,NCI,7264801,2R25CA047888-19,2,R25,CA,47888,19,,,1877690,"HEIMBURGER, DOUGLAS CORBETT",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2007,751408,
ADMINISTRATIVE CORE,NIMHD,8856337,5P20MD000528-13,5,P20,MD,528,13,,6549,8802022,"HENDERSON, JOSEPH NEIL",Not Applicable,UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR, ,2015,,633984
ADMINISTRATIVE CORE,NIMHD,8674986,5P20MD000528-12,5,P20,MD,528,12,,6549,8802022,"HENDERSON, JOSEPH NEIL",Not Applicable,UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR, ,2014,,632761
ADMINISTRATIVE CORE,NCMHD,7305077,2P20MD000528-05,2,P20,MD,528,5,,9006,2419894,"HENDERSON, JOSEPH NEIL",Not Applicable,UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR, ,2007,,334826
ENRICHMENT PROGRAM,NIDDK,8928158,5P30DK092926-05,5,P30,DK,92926,5,,5557,1935757,"HERMAN, WILLIAM H",Not Applicable,UNIVERSITY OF MICHIGAN, ,2015,,71255
ENRICHMENT PROGRAM,NIDDK,8728216,5P30DK092926-04,5,P30,DK,92926,4,,5557,1935757,"HERMAN, WILLIAM H",Not Applicable,UNIVERSITY OF MICHIGAN, ,2014,,71255
ENRICHMENT PROGRAM,NIDDK,8547128,5P30DK092926-03,5,P30,DK,92926,3,,5557,1935757,"HERMAN, WILLIAM H",Not Applicable,UNIVERSITY OF MICHIGAN, ,2013,,64077
ENRICHMENT PROGRAM,NIDDK,8382569,5P30DK092926-02,5,P30,DK,92926,2,,5557,1935757,"HERMAN, WILLIAM H",Not Applicable,UNIVERSITY OF MICHIGAN, ,2012,,83123
ENRICHMENT PROGRAM,NIDDK,8215188,1P30DK092926-01,1,P30,DK,92926,1,,5557,1935757,"HERMAN, WILLIAM H",Not Applicable,UNIVERSITY OF MICHIGAN, ,2011,,87696
TRAINING FOR PROVIDERS OF AN EVIDENCE-BASED AD FAMILY CAREGIVER INTERVENTION,NIA,8474676,5R44AG038096-03,5,R44,AG,38096,3,,,1971697,"HOBDAY, JOHN V ","MITTELMAN, MARY SHERMAN","HEALTHCARE INTERACTIVE, INC.", ,2013,425783,
TRAINING FOR PROVIDERS OF AN EVIDENCE-BASED AD FAMILY CAREGIVER INTERVENTION,NIA,8315616,2R44AG038096-02,2,R44,AG,38096,2,,,1971697,"HOBDAY, JOHN V ","MITTELMAN, MARY SHERMAN","HEALTHCARE INTERACTIVE, INC.", ,2012,552468,
FAMILIAS FUERTES: OUTREACH TO LATINO FAMILIES WITH A CHILD COPING WITH CANCER,NCI,7538052,1R43CA135984-01,1,R43,CA,135984,1,,,6447677,"HOLTZ, KRISTEN D",Not Applicable,"KDH RESEARCH AND COMMUNICATION, INC.", ,2008,113988
IMPROVING LATINO HEALTH LITERACY: AN INTERGENERATIONAL APPROACH,NCMHD,7802013,1R44MD002739-01A1,1,R44,MD,2739,1,A1,,6447677,"HOLTZ, KRISTEN D",Not Applicable,"KDH RESEARCH AND COMMUNICATION, INC.", ,2009,103601
ETHNOMED KNOWLEDGE MANAGEMENT GRANT,NLM,7494995,5G08LM009205-03,5,G08,LM,9205,3,,,1986699,"JACKSON, JONATHAN CAREY",Not Applicable,UNIVERSITY OF WASHINGTON, ,2008,138163
ETHNOMED KNOWLEDGE MANAGEMENT GRANT,NLM,7290388,5G08LM009205-02,5,G08,LM,9205,2,,,1986699,"JACKSON, JONATHAN CAREY",Not Applicable,UNIVERSITY OF WASHINGTON, ,2007,145050
SHORT TERM RESEARCH TRAINING FOR HEALTH PROFESSIONAL ST*,NIDDK,7224866,5T35DK007431-23,5,T35,DK,7431,23,,,1888120,"JAFFA, AYAD A",Not Applicable,MEDICAL UNIVERSITY OF SOUTH CAROLINA, ,2007,46687
ORGANIZATIONAL VARIABILITY AND RACIAL DISPARITIES IN HOSPICE USE,NIA,8073001,5K08AG028975-05,5,K08,AG,28975,5,,,1951566,"JOHNSON, KIMBERLY S",Not Applicable,DUKE UNIVERSITY, ,2011,165200
ORGANIZATIONAL VARIABILITY AND RACIAL DISPARITIES IN HOSPICE USE,NIA,7826632,5K08AG028975-04,5,K08,AG,28975,4,,,1951566,"JOHNSON, KIMBERLY S",Not Applicable,DUKE UNIVERSITY, ,2010,200783
ORGANIZATIONAL VARIABILITY AND RACIAL DISPARITIES IN HOSPICE USE,NIA,7619025,5K08AG028975-03,5,K08,AG,28975,3,,,1951566,"JOHNSON, KIMBERLY S",Not Applicable,DUKE UNIVERSITY, ,2009,194949
ORGANIZATIONAL VARIABILITY AND RACIAL DISPARITIES IN HOSPICE USE,NIA,7486770,5K08AG028975-02,5,K08,AG,28975,2,,,1951566,"JOHNSON, KIMBERLY S",Not Applicable,DUKE UNIVERSITY, ,2008,165771
ORGANIZATIONAL VARIABILITY AND RACIAL DISPARITIES IN HOSPICE USE,NIA,7336864,1K08AG028975-01A1,1,K08,AG,28975,1,A1,,1951566,"JOHNSON, KIMBERLY S",Not Applicable,DUKE UNIVERSITY, ,2007,136408
A MULTIPLE HEALTH BEHAVIOR CHANGE INTERNET PROGRAM FOR COLLEGE STUDENTS,NHLBI,8098798,5R44HL074485-04,5,R44,HL,74485,4,,,6065521,"JOHNSON, SARA S",Not Applicable,"PRO-CHANGE BEHAVIOR SYSTEMS, INC.", ,2011,205150
A MULTIPLE HEALTH BEHAVIOR CHANGE INTERNET PROGRAM FOR COLLEGE STUDENTS,NHLBI,7939783,5R44HL074485-03,5,R44,HL,74485,3,,,6065521,"JOHNSON, SARA S",Not Applicable,"PRO-CHANGE BEHAVIOR SYSTEMS, INC.", ,2010,247286
A MULTIPLE HEALTH BEHAVIOR CHANGE INTERNET PROGRAM FOR COLLEGE STUDENTS,NHLBI,7745390,2R44HL074485-02A1,2,R44,HL,74485,2,A1,,6065521,"JOHNSON, SARA S",Not Applicable,"PRO-CHANGE BEHAVIOR SYSTEMS, INC.", ,2009,491390
MULTILEVEL ANALYSIS OF AMERICAN INDIAN MENTAL HEALTH; ILLNESS; AND SERVICE USE,NIMH,7640929,5R01MH075831-03,5,R01,MH,75831,3,,,1918891,"KAUFMAN, CAROL E",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2009,465655
MULTILEVEL ANALYSIS OF AMERICAN INDIAN MENTAL HEALTH; ILLNESS; AND SERVICE USE,NIMH,7498381,5R01MH075831-02,5,R01,MH,75831,2,,,1918891,"KAUFMAN, CAROL E",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2008,458653
MULTILEVEL ANALYSIS OF AMERICAN INDIAN MENTAL HEALTH; ILLNESS; AND SERVICE USE,NIMH,7368111,1R01MH075831-01A2,1,R01,MH,75831,1,A2,,1918891,"KAUFMAN, CAROL E",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2007,490762
THE CROSS-NATIONAL EPIDEMIOLOGY OF TRAUMA EXPOSURE AND PTSD,NIMH,8461995,5R01MH093612-03,5,R01,MH,93612,3,,,2094903,"KOENEN, KARESTAN C",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,631941
THE CROSS-NATIONAL EPIDEMIOLOGY OF TRAUMA EXPOSURE AND PTSD,NIMH,8264959,5R01MH093612-02,5,R01,MH,93612,2,,,2094903,"KOENEN, KARESTAN C",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2012,647244
THE CROSS-NATIONAL EPIDEMIOLOGY OF TRAUMA EXPOSURE AND PTSD,NIMH,8087364,1R01MH093612-01,1,R01,MH,93612,1,,,2094903,"KOENEN, KARESTAN C",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2011,671467
MODELING PROFESSIONAL ATTITUDES AND TEACHING HUMANISTIC COMMUNICATION IN VR,NCATS,8727696,5R44TR000360-04,5,R44,TR,360,4,,,9134829,"KRON, FREDERICK WILLIAM ","FETTERS, MICHAEL DERWIN","MEDICAL CYBERWORLDS, INC.", ,2014,226310
MODELING PROFESSIONAL ATTITUDES AND TEACHING HUMANISTIC COMMUNICATION IN VR,NCATS,8536979,5R44TR000360-03,5,R44,TR,360,3,,,9134829,"KRON, FREDERICK WILLIAM ","FETTERS, MICHAEL DERWIN","MEDICAL CYBERWORLDS, INC.", ,2013,649030
MODELING PROFESSIONAL ATTITUDES AND TEACHING HUMANISTIC COMMUNICATION IN VR,NCATS,8253607,9R44TR000360-02A1,9,R44,TR,360,2,A1,,9134829,"KRON, FREDERICK WILLIAM ","FETTERS, MICHAEL DERWIN","MEDICAL CYBERWORLDS, INC.", ,2012,1096853
NATIONAL ASSOCIATION FOR RURAL MENTAL HEALTH CONFERENCE,NIMH,7150047,5R13MH067058-05,5,R13,MH,67058,5,,,6136566,"LAMBERT, DAVID A",Not Applicable,NATIONAL ASSN FOR RURAL MENTAL HEALTH, ,2007,28645
UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY,NCI,8918518,5U01CA164973-04,5,U01,CA,164973,4,,,1898900,"LE MARCHAND, LOIC  ","HAIMAN, CHRISTOPHER ALAN;WILKENS, LYNNE R",UNIVERSITY OF HAWAII AT MANOA, ,2015,3879211
UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY,NCI,8729302,5UM1CA164973-03,5,UM1,CA,164973,3,,,1898900,"LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R",UNIVERSITY OF HAWAII AT MANOA, ,2014,3743675
UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY,NCI,8535137,5UM1CA164973-02,5,UM1,CA,164973,2,,,1898900,"LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R",UNIVERSITY OF HAWAII AT MANOA, ,2013,3622463
UNDERSTANDING ETHNIC DIFFERENCES IN CANCER:  THE MULTIETHNIC COHORT STUDY,NCI,8373030,1UM1CA164973-01A1,1,UM1,CA,164973,1,A1,,1898900,"LE MARCHAND, LOIC  ","HENDERSON, BRIAN E;WILKENS, LYNNE R",UNIVERSITY OF HAWAII AT MANOA, ,2012,3899100
2/2-CARRIBEAN CONSORTIUM FOR RESEARCH IN ENVIRONMENTAL AND OCCUPATIONAL HEALTH: *,FIC,8876861,3R24TW009561-02S1,3,R24,TW,9561,2,S1,,8955708,"LICHTVELD, MAUREEN Y",Not Applicable,TULANE UNIVERSITY OF LOUISIANA, ,2014,50000
2/2-CARRIBEAN CONSORTIUM FOR RESEARCH IN ENVIRONMENTAL AND OCCUPATIONAL HEALTH: *,FIC,8549882,5R24TW009561-02,5,R24,TW,9561,2,,,8955708,"LICHTVELD, MAUREEN Y",Not Applicable,TULANE UNIVERSITY OF LOUISIANA, ,2013,50000
2/2-CARRIBEAN CONSORTIUM FOR RESEARCH IN ENVIRONMENTAL AND OCCUPATIONAL HEALTH: *,FIC,8441728,1R24TW009561-01,1,R24,TW,9561,1,,,8955708,"LICHTVELD, MAUREEN Y",Not Applicable,TULANE UNIVERSITY OF LOUISIANA, ,2012,50000
IMPLEMENTATION OF A MEASUREMENT FEEDBACK SYSTEM IN SCHOOL MENTAL HEALTH,NIMH,8857260,5K08MH095939-04,5,K08,MH,95939,4,,,9700922,"LYON, AARON ROBERT",Not Applicable,UNIVERSITY OF WASHINGTON, ,2015,160380
IMPLEMENTATION OF A MEASUREMENT FEEDBACK SYSTEM IN SCHOOL MENTAL HEALTH,NIMH,8666059,5K08MH095939-03,5,K08,MH,95939,3,,,9700922,"LYON, AARON ROBERT",Not Applicable,UNIVERSITY OF WASHINGTON, ,2014,163468
IMPLEMENTATION OF A MEASUREMENT FEEDBACK SYSTEM IN SCHOOL MENTAL HEALTH,NIMH,8539838,5K08MH095939-02,5,K08,MH,95939,2,,,9700922,"LYON, AARON ROBERT",Not Applicable,UNIVERSITY OF WASHINGTON, ,2013,157845,
IMPLEMENTATION OF A MEASUREMENT FEEDBACK SYSTEM IN SCHOOL MENTAL HEALTH,NIMH,8372858,1K08MH095939-01A1,1,K08,MH,95939,1,A1,,9700922,"LYON, AARON ROBERT",Not Applicable,UNIVERSITY OF WASHINGTON, ,2012,162681,
TECHNOLOGY IN HOME INTERVENTION TO SUSTAIN DEMENTIA PATIENTS DRESSING ABILITIES,NINR,8831010,5R21NR013471-02,5,R21,NR,13471,2,,,1878036,"MAHONEY, DIANE FEENEY",Not Applicable,MGH INSTITUTE OF HEALTH PROFESSIONS, ,2015,189860,
TECHNOLOGY IN HOME INTERVENTION TO SUSTAIN DEMENTIA PATIENTS DRESSING ABILITIES,NINR,8633625,1R21NR013471-01A1,1,R21,NR,13471,1,A1,,1878036,"MAHONEY, DIANE FEENEY",Not Applicable,MGH INSTITUTE OF HEALTH PROFESSIONS, ,2014,249974,
1/2-CARIBBEAN CONSORTIUM FOR RESEARCH IN ENVIRON. & OCCUPATIONAL HEALTH:SURINAME,FIC,8876862,3R24TW009570-02S1,3,R24,TW,9570,2,S1,,11327188,"MANS, DENNIS R.A.",Not Applicable,ANTON DE KOM UNIVERSITY OF SURINAME, ,2014,50000,
1/2-CARIBBEAN CONSORTIUM FOR RESEARCH IN ENVIRON. & OCCUPATIONAL HEALTH:SURINAME,FIC,8549878,4R24TW009570-02,4,R24,TW,9570,2,,,11327188,"MANS, DENNIS R.A.",Not Applicable,ANTON DE KOM UNIVERSITY OF SURINAME, ,2013,50000,
1/2-CARIBBEAN CONSORTIUM FOR RESEARCH IN ENVIRON. & OCCUPATIONAL HEALTH:SURINAME,FIC,8442016,1R24TW009570-01,1,R24,TW,9570,1,,,11327188,"MANS, DENNIS R.A.",Not Applicable,ANTON DE KOM UNIVERSITY OF SURINAME, ,2012,50000,
MICHIGAN INSTITUTE FOR CLINICAL AND HEALTH RESEARCH (MCHR),NCATS,8875089,5KL2TR000434-09,5,KL2,TR,434,9,,,9368986,"MASHOUR, GEORGE ALEXANDER",Not Applicable,UNIVERSITY OF MICHIGAN, ,2015,140481,
VASCULAR MEDICINE AT NORTHWESTERN UNIVERSITY,NHLBI,7233754,1K12HL083790-01A1,1,K12,HL,83790,1,A1,,1881146,"MCDERMOTT, MARY MCGRAE",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2007,381130,
THE UTILITY OF EMPIRIC MEDICAL TREATMENT OF INFERTILE OLIGO-ASTHENOSPERMIC MEN,NICHD,8588703,2U10HD055944-06,2,U10,HD,55944,6,,,6718526,"MCGEE, ELIZABETH A",Not Applicable,UNIVERSITY OF VERMONT & ST AGRIC COLLEGE, ,2013,15250,
INCREASING AGING RESEARCH BY SOCIAL WORK FACULTY,NIA,8451319,5R13AG023011-10,5,R13,AG,23011,10,,,1880807,"MEHROTRA, CHANDRA M",Not Applicable,COLLEGE OF ST SCHOLASTICA, ,2013,49916,
INCREASING AGING RESEARCH BY SOCIAL WORK FACULTY,NIA,8317282,2R13AG023011-09,2,R13,AG,23011,9,,,1880807,"MEHROTRA, CHANDRA M",Not Applicable,COLLEGE OF ST SCHOLASTICA, ,2012,49688,
VULNERABLE POPULATIONS CORE,NINR,7653685,5P30NR008999-05,5,P30,NR,8999,5,,9003,1959816,"MELKUS, GAIL D",Not Applicable,YALE UNIVERSITY, ,2008,,52319
VULNERABLE POPULATIONS CORE,NINR,7494140,5P30NR008999-04,5,P30,NR,8999,4,,9003,1959816,"MELKUS, GAIL D",Not Applicable,YALE UNIVERSITY, ,2007,,30159
HISPANIC ROLE MODELS IN HEALTH CARE CAREERS,OD,8868196,5R25OD016547-02,5,R25,OD,16547,2,,,11426405,"MILLAN, ANGIE ",Not Applicable,NATIONAL ASSOCIATION OF HISPANIC NURSES, ,2015,243353,
HISPANIC ROLE MODELS IN HEALTH CARE CAREERS,OD,8496309,1R25OD016547-01,1,R25,OD,16547,1,,,11426405,"MILLAN, ANGIE ",Not Applicable,NATIONAL ASSOCIATION OF HISPANIC NURSES, ,2014,250320,
DEVELOPMENTAL ACTIVITIES,NCI,8710066,5U54CA151880-05,5,U54,CA,151880,5,,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2014,,113166
DEVELOPMENTAL ACTIVITIES,NCI,8710090,3U54CA151880-04S1,3,U54,CA,151880,4,S1,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2013,,5397
DEVELOPMENTAL ACTIVITIES,NCI,8545738,5U54CA151880-04,5,U54,CA,151880,4,,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2013,,109299
DEVELOPMENTAL ACTIVITIES,NCI,8379786,5U54CA151880-03,5,U54,CA,151880,3,,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2012,,145034
DEVELOPMENTAL ACTIVITIES,NCI,8310834,5U54CA151880-02,5,U54,CA,151880,2,,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2011,,129575
DEVELOPMENTAL ACTIVITIES,NCI,7983887,1U54CA151880-01,1,U54,CA,151880,1,,5064,1964777,"MIRKIN, CHAD A.",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2010,,135500
CULTURAL COMPETENCE-HEALTH DISPARITIES TRAINING PROGRAM,NHLBI,7488794,5K07HL079210-05,5,K07,HL,79210,5,,,1862160,"MORRISON, GAIL ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2008,128000,
CULTURAL COMPETENCE-HEALTH DISPARITIES TRAINING PROGRAM,NHLBI,7497689,3K07HL079210-04S1,3,K07,HL,79210,4,S1,,1862160,"MORRISON, GAIL ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2007,108000,
CULTURAL COMPETENCE-HEALTH DISPARITIES TRAINING PROGRAM,NHLBI,7281986,5K07HL079210-04,5,K07,HL,79210,4,,,1862160,"MORRISON, GAIL ",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2007,129600,
CLINICAL CORE,NIA,7797417,5P50AG025711-05,5,P50,AG,25711,5,,9001,1960824,"MORTIMER, JAMES A.",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2009,,668636
CLINICAL CORE,NIA,7591634,5P50AG025711-04,5,P50,AG,25711,4,,9001,1960824,"MORTIMER, JAMES A.",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2008,,657505
CLINICAL CORE,NIA,7425025,5P50AG025711-03,5,P50,AG,25711,3,,9001,1960824,"MORTIMER, JAMES A.",Not Applicable,UNIVERSITY OF SOUTH FLORIDA, ,2007,,659154
ENHANCING COLLEGE ETOH INTERVENTIONS WITH A SUBSTANCE-FREE ACTIVITY SUPPLEMENT,NIAAA,7586257,5R21AA016304-02,5,R21,AA,16304,2,,,7854233,"MURPHY, JAMES G",Not Applicable,UNIVERSITY OF MEMPHIS, ,2009,165656,
ENHANCING COLLEGE ETOH INTERVENTIONS WITH A SUBSTANCE-FREE ACTIVITY SUPPLEMENT,NIAAA,7470489,1R21AA016304-01A2,1,R21,AA,16304,1,A2,,7854233,"MURPHY, JAMES G",Not Applicable,UNIVERSITY OF MEMPHIS, ,2008,200531,
MBRS SUPPORT OF CONTINUOUS RESEARCH EXCELLENCE AT FAU,NIGMS,7448462,5S06GM073621-04,5,S06,GM,73621,4,,,2449776,"NARAYANAN, RAMASWAMY ",Not Applicable,FLORIDA ATLANTIC UNIVERSITY, ,2008,701354,
DIVERSITY RELATED NEURO-AIDS AND MENTAL HEALTH RESEARCH,NIMH,7609073,5R25MH080661-03,5,R25,MH,80661,3,,,1872838,"NATH, AVINDRA ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2009,186488,
DIVERSITY RELATED NEURO-AIDS AND MENTAL HEALTH RESEARCH,NIMH,7407431,5R25MH080661-02,5,R25,MH,80661,2,,,1872838,"NATH, AVINDRA ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2008,186151
DIVERSITY RELATED NEURO-AIDS AND MENTAL HEALTH RESEARCH,NIMH,7288054,1R25MH080661-01,1,R25,MH,80661,1,,,1872838,"NATH, AVINDRA ",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2007,238376
MINORITY HEALTH AND HEALTH DISPARITIES INTERNATIONAL RESEARCH TRAINING PROGRAM,NCMHD,7680691,2T37MD001425-12,2,T37,MD,1425,12,,,6875114,"NRIAGU, JEROME ",Not Applicable,UNIVERSITY OF MICHIGAN, ,2009,241916
MINORITY HEALTH & HEALTH DISPARITIES INTERN. RES. TRNG,NCMHD,7447443,5T37MD001425-11,5,T37,MD,1425,11,,,6875114,"NRIAGU, JEROME ",Not Applicable,UNIVERSITY OF MICHIGAN, ,2008,249785
1/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,8265909,5R01MH081116-05,5,R01,MH,81116,5,,,1901815,"OTTO, MICHAEL W.",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2012,217181
1/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,8051528,5R01MH081116-04,5,R01,MH,81116,4,,,1901815,"OTTO, MICHAEL W.",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2011,253378
1/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7795774,5R01MH081116-03,5,R01,MH,81116,3,,,1901815,"OTTO, MICHAEL W.",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2010,255938
1/3-EXPOSURE D-CYCLOSERINE ENHANCEMENT AND GENETIC MODULATORS IN PANIC DISORDER,NIMH,7462941,1R01MH081116-01A1,1,R01,MH,81116,1,A1,,1901815,"OTTO, MICHAEL W.",Not Applicable,BOSTON UNIVERSITY (CHARLES RIVER CAMPUS), ,2008,219375
DISCRIMINATION AND MENTAL HEALTH IN LATINO FAMILIES:  MEDIATORS AND MODERATORS,NIMH,8729010,5R21MH097675-02,5,R21,MH,97675,2,,,6952507,"PARK, IRENE J.K.",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2014,134432
DISCRIMINATION AND MENTAL HEALTH IN LATINO FAMILIES:  MEDIATORS AND MODERATORS,NIMH,8469213,1R21MH097675-01A1,1,R21,MH,97675,1,A1,,6952507,"PARK, IRENE J.K.",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2013,284698
ATTENTION BIAS AS AN ETIOLOGIC FACTOR IN PRIMARY AND SECONDARY INSOMNIA,NIMH,8257945,5R01MH077900-04,5,R01,MH,77900,4,,,1901472,"PERLIS, MICHAEL LLOYD",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2012,280665
ATTENTION BIAS AS AN ETIOLOGIC FACTOR IN PRIMARY AND SECONDARY INSOMNIA,NIMH,7894791,5R01MH077900-03,5,R01,MH,77900,3,,,1901472,"PERLIS, MICHAEL LLOYD",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2011,280665
ATTENTION BIAS AS AN ETIOLOGIC FACTOR IN PRIMARY AND SECONDARY INSOMNIA,NIMH,7649298,7R01MH077900-02,7,R01,MH,77900,2,,,1901472,"PERLIS, MICHAEL LLOYD",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2009,283500
